GEO_ID,NAME,DP03_0062E,DP03_0062M,DP03_0062PE,DP03_0062PM,DP03_0063E,DP03_0063M,DP03_0063PE,DP03_0063PM
0500000US17199,"Williamson County, Illinois",49053,2034,(X),(X),64486,2530,(X),(X)
0500000US17201,"Winnebago County, Illinois",52743,803,(X),(X),69030,1351,(X),(X)
0500000US17203,"Woodford County, Illinois",71867,2732,(X),(X),91250,4192,(X),(X)
0500000US18001,"Adams County, Indiana",51713,3626,(X),(X),62954,3179,(X),(X)
0500000US18003,"Allen County, Indiana",53402,720,(X),(X),71088,1213,(X),(X)
0500000US18005,"Bartholomew County, Indiana",59045,2696,(X),(X),75967,2201,(X),(X)
0500000US18007,"Benton County, Indiana",46188,4001,(X),(X),57404,3485,(X),(X)
0500000US18009,"Blackford County, Indiana",42217,2870,(X),(X),57397,5561,(X),(X)
0500000US18011,"Boone County, Indiana",80567,3143,(X),(X),116749,5577,(X),(X)
0500000US18013,"Brown County, Indiana",61455,4555,(X),(X),81697,7663,(X),(X)
0500000US18015,"Carroll County, Indiana",56429,3058,(X),(X),70864,3088,(X),(X)
0500000US18017,"Cass County, Indiana",47545,2318,(X),(X),59773,2793,(X),(X)
0500000US18019,"Clark County, Indiana",54240,1189,(X),(X),70409,2002,(X),(X)
0500000US18021,"Clay County, Indiana",53021,2294,(X),(X),62688,2685,(X),(X)
0500000US18023,"Clinton County, Indiana",52488,2916,(X),(X),64032,2949,(X),(X)
0500000US18025,"Crawford County, Indiana",43875,4851,(X),(X),51724,4672,(X),(X)
0500000US18027,"Daviess County, Indiana",51032,2118,(X),(X),63729,2264,(X),(X)
0500000US18029,"Dearborn County, Indiana",65096,2515,(X),(X),78072,2687,(X),(X)
0500000US18031,"Decatur County, Indiana",54622,1928,(X),(X),66565,2930,(X),(X)
0500000US18033,"DeKalb County, Indiana",53808,2076,(X),(X),67411,3014,(X),(X)
0500000US18035,"Delaware County, Indiana",42705,1457,(X),(X),58857,2224,(X),(X)
0500000US18037,"Dubois County, Indiana",58994,3970,(X),(X),72652,3953,(X),(X)
0500000US18039,"Elkhart County, Indiana",55399,1260,(X),(X),69237,1410,(X),(X)
0500000US18041,"Fayette County, Indiana",43317,2254,(X),(X),55679,3134,(X),(X)
0500000US18043,"Floyd County, Indiana",61754,1792,(X),(X),80534,2698,(X),(X)
0500000US18045,"Fountain County, Indiana",49887,2840,(X),(X),64847,4773,(X),(X)
0500000US18047,"Franklin County, Indiana",58382,2930,(X),(X),72076,4194,(X),(X)
0500000US18049,"Fulton County, Indiana",49333,3213,(X),(X),61620,4237,(X),(X)
0500000US18051,"Gibson County, Indiana",52620,2726,(X),(X),68625,2873,(X),(X)
0500000US18053,"Grant County, Indiana",42593,1787,(X),(X),54108,1555,(X),(X)
0500000US18055,"Greene County, Indiana",49177,2746,(X),(X),59091,1796,(X),(X)
0500000US18057,"Hamilton County, Indiana",94644,2262,(X),(X),125167,3012,(X),(X)
0500000US18059,"Hancock County, Indiana",73142,2186,(X),(X),83518,3032,(X),(X)
0500000US18061,"Harrison County, Indiana",57132,3313,(X),(X),69995,2915,(X),(X)
0500000US18063,"Hendricks County, Indiana",78355,1631,(X),(X),93922,2797,(X),(X)
0500000US18065,"Henry County, Indiana",48235,1827,(X),(X),60311,3260,(X),(X)
0500000US18067,"Howard County, Indiana",50869,1938,(X),(X),64612,1785,(X),(X)
0500000US18069,"Huntington County, Indiana",52208,1838,(X),(X),62159,1695,(X),(X)
0500000US18071,"Jackson County, Indiana",49506,3494,(X),(X),62635,2873,(X),(X)
0500000US18073,"Jasper County, Indiana",59574,2374,(X),(X),69206,2217,(X),(X)
0500000US18075,"Jay County, Indiana",44772,3006,(X),(X),57482,4738,(X),(X)
0500000US18077,"Jefferson County, Indiana",51119,2756,(X),(X),64847,4836,(X),(X)
0500000US18079,"Jennings County, Indiana",49801,3944,(X),(X),59467,2600,(X),(X)
0500000US18081,"Johnson County, Indiana",68712,2115,(X),(X),85916,2527,(X),(X)
0500000US18083,"Knox County, Indiana",46457,2124,(X),(X),60335,2666,(X),(X)
0500000US18085,"Kosciusko County, Indiana",58402,1991,(X),(X),73703,2149,(X),(X)
0500000US18087,"LaGrange County, Indiana",60675,2948,(X),(X),74193,3459,(X),(X)
0500000US18089,"Lake County, Indiana",54249,720,(X),(X),70401,1047,(X),(X)
0500000US18091,"LaPorte County, Indiana",51101,1370,(X),(X),66992,1988,(X),(X)
0500000US18093,"Lawrence County, Indiana",52092,2964,(X),(X),61922,2713,(X),(X)
0500000US18095,"Madison County, Indiana",47436,1274,(X),(X),60450,1435,(X),(X)
0500000US18097,"Marion County, Indiana",46692,604,(X),(X),65991,719,(X),(X)
0500000US18099,"Marshall County, Indiana",54229,1733,(X),(X),67514,2573,(X),(X)
0500000US18101,"Martin County, Indiana",51224,3619,(X),(X),61614,4175,(X),(X)
0500000US18103,"Miami County, Indiana",47460,2030,(X),(X),58130,2526,(X),(X)
0500000US18105,"Monroe County, Indiana",47075,1695,(X),(X),67076,1892,(X),(X)
0500000US18107,"Montgomery County, Indiana",53610,2718,(X),(X),64962,2315,(X),(X)
0500000US18109,"Morgan County, Indiana",62462,1888,(X),(X),75375,2060,(X),(X)
0500000US18111,"Newton County, Indiana",53146,3168,(X),(X),61872,3214,(X),(X)
0500000US18113,"Noble County, Indiana",55033,2988,(X),(X),66935,3128,(X),(X)
0500000US18115,"Ohio County, Indiana",61148,4376,(X),(X),67846,4708,(X),(X)
0500000US18117,"Orange County, Indiana",45341,3741,(X),(X),56989,3089,(X),(X)
0500000US18119,"Owen County, Indiana",48667,3749,(X),(X),58395,2827,(X),(X)
0500000US18121,"Parke County, Indiana",48788,4186,(X),(X),62242,5634,(X),(X)
0500000US18123,"Perry County, Indiana",51064,2558,(X),(X),62122,2726,(X),(X)
0500000US18125,"Pike County, Indiana",52527,2812,(X),(X),63284,2850,(X),(X)
0500000US18127,"Porter County, Indiana",68044,1777,(X),(X),84406,2122,(X),(X)
0500000US18129,"Posey County, Indiana",62583,3006,(X),(X),74905,3783,(X),(X)
0500000US18131,"Pulaski County, Indiana",48370,3970,(X),(X),58594,3902,(X),(X)
0500000US18133,"Putnam County, Indiana",56169,2581,(X),(X),67930,3652,(X),(X)
0500000US18135,"Randolph County, Indiana",45601,1885,(X),(X),56003,2728,(X),(X)
0500000US18137,"Ripley County, Indiana",56295,2366,(X),(X),69125,3087,(X),(X)
0500000US18139,"Rush County, Indiana",50535,2767,(X),(X),62316,4392,(X),(X)
0500000US18141,"St. Joseph County, Indiana",50938,1172,(X),(X),69685,1392,(X),(X)
0500000US18143,"Scott County, Indiana",47123,3243,(X),(X),57744,3436,(X),(X)
0500000US18145,"Shelby County, Indiana",59214,3320,(X),(X),70571,2379,(X),(X)
0500000US18147,"Spencer County, Indiana",56998,3103,(X),(X),73254,8565,(X),(X)
0500000US18149,"Starke County, Indiana",48895,2227,(X),(X),59750,4008,(X),(X)
0500000US18151,"Steuben County, Indiana",56101,2154,(X),(X),69753,2763,(X),(X)
0500000US18153,"Sullivan County, Indiana",46517,3212,(X),(X),60194,4193,(X),(X)
0500000US18155,"Switzerland County, Indiana",47929,4007,(X),(X),59122,5149,(X),(X)
0500000US18157,"Tippecanoe County, Indiana",51844,1478,(X),(X),68819,1555,(X),(X)
0500000US18159,"Tipton County, Indiana",55479,2947,(X),(X),72346,4872,(X),(X)
0500000US18161,"Union County, Indiana",48227,3082,(X),(X),58255,4131,(X),(X)
0500000US18163,"Vanderburgh County, Indiana",46943,1167,(X),(X),66282,2052,(X),(X)
0500000US18165,"Vermillion County, Indiana",48377,2530,(X),(X),58372,3421,(X),(X)
0500000US18167,"Vigo County, Indiana",43859,1170,(X),(X),59900,1798,(X),(X)
0500000US18169,"Wabash County, Indiana",50637,1869,(X),(X),60374,2728,(X),(X)
0500000US18171,"Warren County, Indiana",61148,5411,(X),(X),72399,5011,(X),(X)
0500000US18173,"Warrick County, Indiana",70648,2954,(X),(X),91415,3259,(X),(X)
0500000US18175,"Washington County, Indiana",47078,3538,(X),(X),60019,3399,(X),(X)
0500000US18177,"Wayne County, Indiana",44228,1545,(X),(X),62361,2971,(X),(X)
0500000US18179,"Wells County, Indiana",56265,3748,(X),(X),68165,2770,(X),(X)
0500000US18181,"White County, Indiana",55086,2801,(X),(X),68022,2460,(X),(X)
0500000US18183,"Whitley County, Indiana",61153,2213,(X),(X),74573,3326,(X),(X)
0500000US19001,"Adair County, Iowa",51859,2747,(X),(X),67912,4698,(X),(X)
0500000US19003,"Adams County, Iowa",49229,4027,(X),(X),63550,4568,(X),(X)
0500000US19005,"Allamakee County, Iowa",51057,4814,(X),(X),64470,3617,(X),(X)
0500000US19007,"Appanoose County, Iowa",41111,2506,(X),(X),61205,6855,(X),(X)
0500000US19009,"Audubon County, Iowa",50397,3408,(X),(X),61362,3458,(X),(X)
0500000US19011,"Benton County, Iowa",65475,2555,(X),(X),81624,4265,(X),(X)
0500000US19013,"Black Hawk County, Iowa",52688,1246,(X),(X),70944,1891,(X),(X)
0500000US19015,"Boone County, Iowa",61111,2181,(X),(X),74853,2813,(X),(X)
0500000US19017,"Bremer County, Iowa",68023,3461,(X),(X),82266,3274,(X),(X)
0500000US19019,"Buchanan County, Iowa",61409,4096,(X),(X),79904,6370,(X),(X)
0500000US19021,"Buena Vista County, Iowa",54556,2888,(X),(X),71135,4222,(X),(X)
0500000US19023,"Butler County, Iowa",55999,2104,(X),(X),70241,3849,(X),(X)
0500000US19025,"Calhoun County, Iowa",50800,2591,(X),(X),65281,3507,(X),(X)
0500000US19027,"Carroll County, Iowa",57674,3499,(X),(X),71516,3391,(X),(X)
0500000US19029,"Cass County, Iowa",48178,3562,(X),(X),60409,3129,(X),(X)
0500000US19031,"Cedar County, Iowa",65791,2054,(X),(X),76049,3352,(X),(X)
0500000US19033,"Cerro Gordo County, Iowa",52902,1573,(X),(X),69395,3015,(X),(X)
0500000US19035,"Cherokee County, Iowa",54658,3742,(X),(X),71997,5058,(X),(X)
0500000US19037,"Chickasaw County, Iowa",55385,3375,(X),(X),69593,3650,(X),(X)
0500000US19039,"Clarke County, Iowa",51571,2506,(X),(X),64803,4325,(X),(X)
0500000US19041,"Clay County, Iowa",47874,4268,(X),(X),61530,3217,(X),(X)
0500000US19043,"Clayton County, Iowa",52828,3652,(X),(X),64985,2688,(X),(X)
0500000US19045,"Clinton County, Iowa",50156,2409,(X),(X),65667,1810,(X),(X)
0500000US19047,"Crawford County, Iowa",53609,2350,(X),(X),75402,13120,(X),(X)
0500000US19049,"Dallas County, Iowa",84790,2628,(X),(X),110861,2902,(X),(X)
0500000US19051,"Davis County, Iowa",58464,7129,(X),(X),71316,4584,(X),(X)
0500000US19053,"Decatur County, Iowa",42614,2685,(X),(X),54239,3195,(X),(X)
0500000US19055,"Delaware County, Iowa",61179,3973,(X),(X),76802,7909,(X),(X)
0500000US19057,"Des Moines County, Iowa",49977,1920,(X),(X),65310,3182,(X),(X)
0500000US19059,"Dickinson County, Iowa",58099,5435,(X),(X),80201,4409,(X),(X)
0500000US19061,"Dubuque County, Iowa",61321,1092,(X),(X),77094,2261,(X),(X)
0500000US19063,"Emmet County, Iowa",48542,5719,(X),(X),71272,11797,(X),(X)
0500000US19065,"Fayette County, Iowa",50015,1852,(X),(X),65804,3505,(X),(X)
0500000US19067,"Floyd County, Iowa",48110,3133,(X),(X),64869,3732,(X),(X)
0500000US19069,"Franklin County, Iowa",53742,2544,(X),(X),67229,4974,(X),(X)
0500000US19071,"Fremont County, Iowa",54281,3367,(X),(X),68855,3367,(X),(X)
0500000US19073,"Greene County, Iowa",54050,4095,(X),(X),65926,3091,(X),(X)
0500000US19075,"Grundy County, Iowa",66965,2197,(X),(X),84440,4015,(X),(X)
0500000US19077,"Guthrie County, Iowa",57075,2016,(X),(X),68626,2669,(X),(X)
0500000US19079,"Hamilton County, Iowa",56273,2351,(X),(X),67417,3437,(X),(X)
0500000US19081,"Hancock County, Iowa",61167,2294,(X),(X),68465,3258,(X),(X)
0500000US19083,"Hardin County, Iowa",53872,2095,(X),(X),66148,3360,(X),(X)
0500000US19085,"Harrison County, Iowa",60063,2340,(X),(X),70457,2333,(X),(X)
0500000US19087,"Henry County, Iowa",52428,2594,(X),(X),67488,3555,(X),(X)
0500000US19089,"Howard County, Iowa",52742,3010,(X),(X),67545,5351,(X),(X)
0500000US19091,"Humboldt County, Iowa",52219,3709,(X),(X),68021,5235,(X),(X)
0500000US19093,"Ida County, Iowa",55969,4584,(X),(X),75420,6697,(X),(X)
0500000US19095,"Iowa County, Iowa",58570,5894,(X),(X),78604,6780,(X),(X)
0500000US19097,"Jackson County, Iowa",54070,3123,(X),(X),68238,3182,(X),(X)
0500000US19099,"Jasper County, Iowa",55727,3204,(X),(X),69064,2473,(X),(X)
0500000US19101,"Jefferson County, Iowa",43378,3950,(X),(X),63714,7539,(X),(X)
0500000US19103,"Johnson County, Iowa",61640,1417,(X),(X),85130,2648,(X),(X)
0500000US19105,"Jones County, Iowa",56012,2263,(X),(X),72299,3448,(X),(X)
0500000US19107,"Keokuk County, Iowa",51043,2573,(X),(X),66354,4888,(X),(X)
0500000US19109,"Kossuth County, Iowa",54146,2475,(X),(X),66488,2389,(X),(X)
0500000US19111,"Lee County, Iowa",48571,2923,(X),(X),61876,2151,(X),(X)
0500000US19113,"Linn County, Iowa",64862,1320,(X),(X),82910,1516,(X),(X)
0500000US19115,"Louisa County, Iowa",53943,4249,(X),(X),67785,4639,(X),(X)
0500000US19117,"Lucas County, Iowa",50206,3799,(X),(X),69054,7472,(X),(X)
0500000US19119,"Lyon County, Iowa",64352,2639,(X),(X),75354,3558,(X),(X)
0500000US19121,"Madison County, Iowa",64512,4408,(X),(X),82858,7646,(X),(X)
0500000US19123,"Mahaska County, Iowa",52950,1915,(X),(X),65853,3507,(X),(X)
0500000US19125,"Marion County, Iowa",58492,2948,(X),(X),71416,3086,(X),(X)
0500000US19127,"Marshall County, Iowa",54027,1407,(X),(X),66947,2501,(X),(X)
0500000US19129,"Mills County, Iowa",69177,3483,(X),(X),85494,4314,(X),(X)
0500000US19131,"Mitchell County, Iowa",55553,2948,(X),(X),69099,4171,(X),(X)
0500000US19133,"Monona County, Iowa",45252,3988,(X),(X),62067,4462,(X),(X)
0500000US19135,"Monroe County, Iowa",49549,7537,(X),(X),62835,6788,(X),(X)
0500000US19137,"Montgomery County, Iowa",47648,4351,(X),(X),63839,8436,(X),(X)
0500000US19139,"Muscatine County, Iowa",57348,3178,(X),(X),71085,3462,(X),(X)
0500000US19141,"O'Brien County, Iowa",53045,2564,(X),(X),68188,4586,(X),(X)
0500000US19143,"Osceola County, Iowa",58125,3501,(X),(X),67428,3589,(X),(X)
0500000US19145,"Page County, Iowa",49974,3116,(X),(X),62411,3658,(X),(X)
0500000US19147,"Palo Alto County, Iowa",52462,3337,(X),(X),67693,3797,(X),(X)
0500000US19149,"Plymouth County, Iowa",64296,3623,(X),(X),78893,3243,(X),(X)
0500000US19151,"Pocahontas County, Iowa",49877,3151,(X),(X),61512,2706,(X),(X)
0500000US19153,"Polk County, Iowa",66044,1154,(X),(X),86637,1605,(X),(X)
0500000US19155,"Pottawattamie County, Iowa",57467,2306,(X),(X),73301,1712,(X),(X)
0500000US19157,"Poweshiek County, Iowa",53520,3098,(X),(X),73413,3920,(X),(X)
0500000US19159,"Ringgold County, Iowa",52005,3870,(X),(X),71933,7144,(X),(X)
0500000US19161,"Sac County, Iowa",54958,2418,(X),(X),69325,3320,(X),(X)
0500000US19163,"Scott County, Iowa",58803,1385,(X),(X),78648,1873,(X),(X)
0500000US19165,"Shelby County, Iowa",55489,5405,(X),(X),72775,3975,(X),(X)
0500000US19167,"Sioux County, Iowa",67178,2517,(X),(X),79537,3228,(X),(X)
0500000US19169,"Story County, Iowa",54554,1755,(X),(X),71445,1856,(X),(X)
0500000US19171,"Tama County, Iowa",55898,2672,(X),(X),67908,2503,(X),(X)
0500000US19173,"Taylor County, Iowa",48717,2494,(X),(X),64328,4933,(X),(X)
0500000US19175,"Union County, Iowa",47518,2998,(X),(X),61651,3289,(X),(X)
0500000US19177,"Van Buren County, Iowa",47083,3327,(X),(X),66726,7119,(X),(X)
0500000US19179,"Wapello County, Iowa",45233,2444,(X),(X),59632,3533,(X),(X)
0500000US19181,"Warren County, Iowa",74383,2944,(X),(X),87751,2728,(X),(X)
0500000US19183,"Washington County, Iowa",61769,2815,(X),(X),74533,3472,(X),(X)
0500000US19185,"Wayne County, Iowa",45017,3254,(X),(X),61425,6372,(X),(X)
0500000US19187,"Webster County, Iowa",44261,2199,(X),(X),59571,2397,(X),(X)
0500000US19189,"Winnebago County, Iowa",51002,2591,(X),(X),62853,2805,(X),(X)
0500000US19191,"Winneshiek County, Iowa",62820,2110,(X),(X),75120,3042,(X),(X)
0500000US19193,"Woodbury County, Iowa",55483,1519,(X),(X),70458,2150,(X),(X)
0500000US19195,"Worth County, Iowa",54329,3368,(X),(X),68459,3738,(X),(X)
0500000US19197,"Wright County, Iowa",50198,3635,(X),(X),63332,3340,(X),(X)
0500000US20001,"Allen County, Kansas",42679,2726,(X),(X),54347,3633,(X),(X)
0500000US20003,"Anderson County, Kansas",46274,6396,(X),(X),57173,4855,(X),(X)
0500000US20005,"Atchison County, Kansas",48667,3855,(X),(X),63517,5253,(X),(X)
0500000US20007,"Barber County, Kansas",50613,5019,(X),(X),66304,6978,(X),(X)
0500000US20009,"Barton County, Kansas",50198,2734,(X),(X),65461,3871,(X),(X)
0500000US20011,"Bourbon County, Kansas",40733,1342,(X),(X),57238,4751,(X),(X)
0500000US20013,"Brown County, Kansas",48547,3785,(X),(X),62934,3869,(X),(X)
0500000US20015,"Butler County, Kansas",63272,2187,(X),(X),77669,2500,(X),(X)
0500000US20017,"Chase County, Kansas",46295,5387,(X),(X),60395,6316,(X),(X)
0500000US20019,"Chautauqua County, Kansas",38690,2537,(X),(X),55368,5082,(X),(X)
0500000US20021,"Cherokee County, Kansas",41103,3275,(X),(X),52963,2712,(X),(X)
0500000US20023,"Cheyenne County, Kansas",46833,4595,(X),(X),59512,5123,(X),(X)
0500000US20025,"Clark County, Kansas",50368,6765,(X),(X),62784,5367,(X),(X)
0500000US20027,"Clay County, Kansas",56186,4532,(X),(X),77301,9998,(X),(X)
0500000US20029,"Cloud County, Kansas",44143,1835,(X),(X),58632,5443,(X),(X)
0500000US20031,"Coffey County, Kansas",58636,3782,(X),(X),74259,3160,(X),(X)
0500000US20033,"Comanche County, Kansas",56912,4100,(X),(X),68814,7810,(X),(X)
0500000US20035,"Cowley County, Kansas",48087,1792,(X),(X),60785,2212,(X),(X)
0500000US20037,"Crawford County, Kansas",40174,1415,(X),(X),55176,2202,(X),(X)
0500000US20039,"Decatur County, Kansas",44104,4161,(X),(X),57986,6189,(X),(X)
0500000US20041,"Dickinson County, Kansas",48167,3545,(X),(X),62191,3879,(X),(X)
0500000US20043,"Doniphan County, Kansas",49338,3952,(X),(X),62436,4058,(X),(X)
0500000US20045,"Douglas County, Kansas",55832,2064,(X),(X),75291,2489,(X),(X)
0500000US20047,"Edwards County, Kansas",49293,3364,(X),(X),60933,3743,(X),(X)
0500000US20049,"Elk County, Kansas",38494,2496,(X),(X),50275,3863,(X),(X)
0500000US20051,"Ellis County, Kansas",52700,4242,(X),(X),71720,6266,(X),(X)
0500000US20053,"Ellsworth County, Kansas",48188,4498,(X),(X),59695,4236,(X),(X)
0500000US20055,"Finney County, Kansas",56573,3623,(X),(X),69499,3492,(X),(X)
0500000US20057,"Ford County, Kansas",53072,2421,(X),(X),69260,3121,(X),(X)
0500000US20059,"Franklin County, Kansas",55486,2842,(X),(X),67406,3666,(X),(X)
0500000US20061,"Geary County, Kansas",49185,2156,(X),(X),58682,2365,(X),(X)
0500000US20063,"Gove County, Kansas",48894,3918,(X),(X),61991,4278,(X),(X)
0500000US20065,"Graham County, Kansas",40769,3891,(X),(X),54400,4622,(X),(X)
0500000US20067,"Grant County, Kansas",55455,9500,(X),(X),70865,7225,(X),(X)
0500000US20069,"Gray County, Kansas",64426,2378,(X),(X),78289,4768,(X),(X)
0500000US20071,"Greeley County, Kansas",51250,8034,(X),(X),56567,5738,(X),(X)
0500000US20073,"Greenwood County, Kansas",42595,2875,(X),(X),61562,4852,(X),(X)
0500000US20075,"Hamilton County, Kansas",45000,8976,(X),(X),56704,5306,(X),(X)
0500000US20077,"Harper County, Kansas",49455,4800,(X),(X),62197,4959,(X),(X)
0500000US20079,"Harvey County, Kansas",56051,2814,(X),(X),68264,2864,(X),(X)
0500000US20081,"Haskell County, Kansas",53527,5094,(X),(X),73119,7966,(X),(X)
0500000US20083,"Hodgeman County, Kansas",53854,6908,(X),(X),65909,5144,(X),(X)
0500000US20085,"Jackson County, Kansas",55904,3009,(X),(X),69162,3947,(X),(X)
0500000US20087,"Jefferson County, Kansas",61793,2528,(X),(X),72391,2795,(X),(X)
0500000US20089,"Jewell County, Kansas",42552,5114,(X),(X),56855,8248,(X),(X)
0500000US20091,"Johnson County, Kansas",84915,913,(X),(X),114336,1625,(X),(X)
0500000US20093,"Kearny County, Kansas",51314,5111,(X),(X),68402,8769,(X),(X)
0500000US20095,"Kingman County, Kansas",58483,3993,(X),(X),79157,7320,(X),(X)
0500000US20097,"Kiowa County, Kansas",51336,4714,(X),(X),63940,5913,(X),(X)
0500000US20099,"Labette County, Kansas",47668,3485,(X),(X),57795,3018,(X),(X)
0500000US20101,"Lane County, Kansas",51719,11522,(X),(X),59335,6537,(X),(X)
0500000US20103,"Leavenworth County, Kansas",71184,2277,(X),(X),87727,4186,(X),(X)
0500000US20105,"Lincoln County, Kansas",46196,5221,(X),(X),61721,5642,(X),(X)
0500000US20107,"Linn County, Kansas",43699,6469,(X),(X),57835,4020,(X),(X)
0500000US20109,"Logan County, Kansas",51597,3191,(X),(X),67441,7274,(X),(X)
0500000US20111,"Lyon County, Kansas",44191,3806,(X),(X),63361,3981,(X),(X)
0500000US20113,"McPherson County, Kansas",57765,3206,(X),(X),71144,3014,(X),(X)
0500000US20115,"Marion County, Kansas",51262,3013,(X),(X),63379,4024,(X),(X)
0500000US20117,"Marshall County, Kansas",50234,2722,(X),(X),63512,3765,(X),(X)
0500000US20119,"Meade County, Kansas",55568,3521,(X),(X),66672,5284,(X),(X)
0500000US20121,"Miami County, Kansas",69150,4161,(X),(X),84525,3987,(X),(X)
0500000US20123,"Mitchell County, Kansas",45221,4006,(X),(X),57415,4524,(X),(X)
0500000US20125,"Montgomery County, Kansas",45173,2772,(X),(X),57590,3274,(X),(X)
0500000US20127,"Morris County, Kansas",50352,6012,(X),(X),65778,4795,(X),(X)
0500000US20129,"Morton County, Kansas",43925,5114,(X),(X),56687,5021,(X),(X)
0500000US20131,"Nemaha County, Kansas",58644,4415,(X),(X),74258,4581,(X),(X)
0500000US20133,"Neosho County, Kansas",44294,2996,(X),(X),56884,4259,(X),(X)
0500000US20135,"Ness County, Kansas",51033,5672,(X),(X),70248,8478,(X),(X)
0500000US20137,"Norton County, Kansas",49891,4999,(X),(X),67861,14647,(X),(X)
0500000US20139,"Osage County, Kansas",55036,2577,(X),(X),64666,3345,(X),(X)
0500000US20141,"Osborne County, Kansas",48355,6994,(X),(X),61565,5400,(X),(X)
0500000US20143,"Ottawa County, Kansas",51971,5974,(X),(X),67208,5112,(X),(X)
0500000US20145,"Pawnee County, Kansas",42853,5011,(X),(X),57460,5129,(X),(X)
0500000US20147,"Phillips County, Kansas",48272,1690,(X),(X),61283,4616,(X),(X)
0500000US20149,"Pottawatomie County, Kansas",64657,4688,(X),(X),75739,3919,(X),(X)
0500000US20151,"Pratt County, Kansas",54029,3674,(X),(X),68513,5148,(X),(X)
0500000US20153,"Rawlins County, Kansas",48125,6393,(X),(X),61632,4402,(X),(X)
0500000US20155,"Reno County, Kansas",49174,1352,(X),(X),64137,2075,(X),(X)
0500000US20157,"Republic County, Kansas",48022,3895,(X),(X),60774,4627,(X),(X)
0500000US20159,"Rice County, Kansas",50764,5615,(X),(X),59946,2918,(X),(X)
0500000US20161,"Riley County, Kansas",49910,2479,(X),(X),69145,2683,(X),(X)
0500000US20163,"Rooks County, Kansas",50511,2741,(X),(X),59370,3326,(X),(X)
0500000US20165,"Rush County, Kansas",40598,5471,(X),(X),55375,4204,(X),(X)
0500000US20167,"Russell County, Kansas",52806,3252,(X),(X),61007,4672,(X),(X)
0500000US20169,"Saline County, Kansas",50515,1520,(X),(X),66194,2501,(X),(X)
0500000US20171,"Scott County, Kansas",71394,11173,(X),(X),76674,6323,(X),(X)
0500000US20173,"Sedgwick County, Kansas",54974,758,(X),(X),72975,976,(X),(X)
0500000US20175,"Seward County, Kansas",47025,3239,(X),(X),60596,3774,(X),(X)
0500000US20177,"Shawnee County, Kansas",55199,1505,(X),(X),72341,1594,(X),(X)
0500000US20179,"Sheridan County, Kansas",56071,9269,(X),(X),71597,5618,(X),(X)
0500000US20181,"Sherman County, Kansas",52847,5234,(X),(X),55242,4601,(X),(X)
0500000US20183,"Smith County, Kansas",43438,4159,(X),(X),61994,4643,(X),(X)
0500000US20185,"Stafford County, Kansas",48563,2935,(X),(X),63586,4459,(X),(X)
0500000US20187,"Stanton County, Kansas",46726,5581,(X),(X),56453,7136,(X),(X)
0500000US20189,"Stevens County, Kansas",56507,7837,(X),(X),67852,7784,(X),(X)
0500000US20191,"Sumner County, Kansas",54915,3412,(X),(X),64704,2704,(X),(X)
0500000US20193,"Thomas County, Kansas",57478,4452,(X),(X),68365,5837,(X),(X)
0500000US20195,"Trego County, Kansas",56810,6910,(X),(X),67980,6337,(X),(X)
0500000US20197,"Wabaunsee County, Kansas",60450,3941,(X),(X),69728,4071,(X),(X)
0500000US20199,"Wallace County, Kansas",58875,13604,(X),(X),71416,8484,(X),(X)
0500000US20201,"Washington County, Kansas",48889,3196,(X),(X),63932,5255,(X),(X)
0500000US20203,"Wichita County, Kansas",57566,10866,(X),(X),71505,8008,(X),(X)
0500000US20205,"Wilson County, Kansas",46208,3337,(X),(X),62833,4944,(X),(X)
0500000US20207,"Woodson County, Kansas",34621,4407,(X),(X),45953,3338,(X),(X)
0500000US20209,"Wyandotte County, Kansas",44873,939,(X),(X),55958,1038,(X),(X)
0500000US21001,"Adair County, Kentucky",39346,3589,(X),(X),52038,5101,(X),(X)
0500000US21003,"Allen County, Kentucky",40893,2985,(X),(X),54747,4592,(X),(X)
0500000US21005,"Anderson County, Kentucky",54160,3933,(X),(X),66456,3765,(X),(X)
0500000US21007,"Ballard County, Kentucky",44350,3284,(X),(X),63324,4794,(X),(X)
0500000US21009,"Barren County, Kentucky",40216,1507,(X),(X),51371,2320,(X),(X)
0500000US21011,"Bath County, Kentucky",40837,3808,(X),(X),54937,5502,(X),(X)
0500000US21013,"Bell County, Kentucky",24628,2786,(X),(X),36718,3380,(X),(X)
0500000US21015,"Boone County, Kentucky",75043,2354,(X),(X),93086,2732,(X),(X)
0500000US21017,"Bourbon County, Kentucky",51462,3221,(X),(X),67854,4240,(X),(X)
0500000US21019,"Boyd County, Kentucky",46165,3160,(X),(X),62885,3367,(X),(X)
0500000US21021,"Boyle County, Kentucky",43274,2476,(X),(X),64196,3245,(X),(X)
0500000US21023,"Bracken County, Kentucky",45827,4482,(X),(X),57309,3985,(X),(X)
0500000US21025,"Breathitt County, Kentucky",26376,2403,(X),(X),43243,3593,(X),(X)
0500000US21027,"Breckinridge County, Kentucky",48189,3056,(X),(X),58434,2996,(X),(X)
0500000US21029,"Bullitt County, Kentucky",60534,2127,(X),(X),71527,1810,(X),(X)
0500000US21031,"Butler County, Kentucky",40061,4957,(X),(X),55810,4105,(X),(X)
0500000US21033,"Caldwell County, Kentucky",44940,6440,(X),(X),67929,8699,(X),(X)
