"GEO_ID","NAME","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E"
"0500000US42025","Carbon County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42069","Lackawanna County, Pennsylvania","1377","48955","2231","35403","2125","24567","2014","14341","1760","9678","1574","1341","599","3575","1059","2557","765","1481","537","724","454","2039","769","385","440","758","398","528","231","308","266","60","85","3259","1120","182","278","974","496","747","457","700","522","656","477","631","388","129","193","151","207","94","154","257","261","0","177","149659","678","12823","1605","54413","2429","39329","2186","27313","2063","15781","1860","134052","2289","10786"
"0500000US48213","Henderson County, Texas","2051","17082","1744","16559","1934","5720","972","2334","760","3111","1256","960","614","1145","656","722","424","284","451","0","228","3929","1321","578","425","964","691","1499","702","657","500","231","226","724","500","82","108","87","121","340","324","133","186","82","107","21","36","0","228","0","228","21","36","0","228","0","228","57739","1077","9879","2080","19278","1940","19141","1968","6794","1397","2647","817","49954","2074","8259"
"0500000US49035","Salt Lake County, Utah","4750","140177","6289","206045","7229","135389","5434","79839","3866","74771","5903","8891","2016","17504","2602","22965","3114","14183","2101","11228","2076","13974","2158","1069","498","2040","865","5214","1293","4773","1348","878","402","22976","3022","855","575","5250","1756","4073","1092","7788","1580","5010","1258","4858","2061","641","422","419","287","1217","889","1804","905","777","687","729468","614","62895","5308","165390","6623","239514","6949","163937","6236","97732","4500","612889","7300","51439"
"0500000US12001","Alachua County, Florida","2260","28611","3284","40561","3259","32849","2813","27582","3301","16604","2973","1908","885","2673","1254","5996","2108","3513","1187","2514","1003","6244","2220","453","418","1627","989","1302","599","1732","1114","1130","626","3150","948","36","73","100","133","809","449","1424","679","781","378","1830","850","58","84","116","192","191","299","509","408","956","605","167364","2346","12388","2286","33127","3665","48859","3782","40027","3192","32963","3443","139536","3090","9933"
"0500000US17119","Madison County, Illinois","1955","47784","3282","59962","3648","26630","2614","16291","2108","15611","2805","2124","976","5089","1408","4936","1495","2486","934","976","475","4123","1452","298","272","1115","537","1962","936","261","221","487","371","3345","1194","161","181","769","472","1578","782","520","327","317","312","175","208","0","190","0","190","99","161","0","190","76","131","184933","706","13595","2219","54757","3127","68537","3538","29897","2624","18147","2127","161679","3100","11012"
"0500000US18105","Monroe County, Indiana","1248","14010","1806","17704","2030","15710","2157","17217","2429","9743","2017","474","324","1871","783","2341","734","3247","1118","1810","883","3878","1400","491","506","959","743","1188","624","1166","735","74","125","2177","1151","108","180","323","399","418","359","595","646","733","565","293","347","191","290","51","85","51","86","0","198","0","198","84250","1328","4782","1450","17214","2082","21702","2369","20718","2377","19834","2364","68159","2631","3518"
"0500000US19169","Story County, Iowa","584","7564","1076","12454","1408","12757","1731","10138","1335","4961","1504","123","165","451","399","2835","1192","1052","493","500","326","870","465","39","64","212","243","289","230","330","243","0","163","1042","594","0","163","13","24","52","84","655","463","322","306","322","282","0","163","0","163","0","163","62","64","260","248","51425","966","1479","589","8240","1231","15630","1735","14856","1811","11220","1349","44230","1765","1317"
"0500000US39101","Marion County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39173","Wood County, Ohio","1055","21243","2221","20677","2050","13924","1854","10306","1844","5660","1720","243","334","2586","1463","1578","736","543","331","710","322","3342","1156","386","431","1005","549","729","342","768","395","454","350","1683","843","0","195","270","282","176","183","667","497","570","702","401","277","0","195","147","180","0","195","0","195","254","222","81435","629","4828","1176","25251","2567","23160","2016","15902","1864","12294","1871","70349","2253","4199"
"0500000US42011","Berks County, Pennsylvania","2748","90856","3305","64289","3674","40629","2902","22860","1999","21730","2906","3770","967","6771","1308","6326","1649","3348","994","1515","554","8688","1811","1477","689","2879","1003","1803","752","1571","631","958","556","3934","1265","988","565","721","380","1404","764","397","317","424","424","770","376","427","280","49","61","141","153","118","149","35","43","285902","679","38808","2854","101276","3524","73963","3851","46063","3013","25792","2303","250780","3282","32146"
"0500000US47155","Sevier County, Tennessee","1853","22987","2530","20066","1962","5920","1249","3353","870","3392","994","701","553","1200","534","1076","609","267","197","148","148","2519","977","471","420","833","594","841","418","227","277","147","175","2262","1120","0","211","631","427","1265","860","366","447","0","211","338","517","119","205","0","211","219","322","0","211","0","211","70273","411","10727","1951","25651","2490","23467","2026","6780","1369","3648","868","61762","1846","9436"
"0500000US48099","Coryell County, Texas","1007","10311","1869","17283","1712","3947","896","1305","487","2874","1078","337","370","928","488","1440","692","121","207","48","89","2428","865","327","204","682","352","1002","544","191","233","226","303","2371","862","108","121","611","419","786","504","775","558","91","122","646","604","0","228","20","33","320","340","306","322","0","228","46876","635","6483","995","12552","1960","20831","1728","5340","1084","1670","584","38557","1736","5711"
"0500000US51121","Montgomery County, Virginia","1546","9411","2040","14343","2244","7776","1520","11604","1885","4518","1479","421","423","668","597","1362","726","1657","848","410","366","1547","822","78","135","500","428","635","535","117","202","217","270","1910","768","0","206","139","230","627","527","821","558","323","342","377","481","0","206","0","206","105","170","194","278","78","136","55804","1154","4817","1670","10718","2142","17072","2431","10565","1698","12632","1913","47452","2033","4318"
"0500000US55027","Dodge County, Wisconsin","953","24050","1852","19501","1639","6889","917","2685","588","3152","926","272","205","1677","635","822","332","355","304","26","44","2751","898","321","239","1098","510","709","312","474","291","149","136","317","232","23","46","104","111","126","169","64","69","0","151","85","124","0","151","75","122","10","17","0","151","0","151","64427","264","5613","951","27004","1857","21168","1663","7782","1043","2860","633","58122","1358","4997"
"0500000US55039","Fond du Lac County, Wisconsin","1014","21890","1840","21154","1606","9865","1557","3974","955","5238","1480","384","306","1946","926","2094","665","504","359","310","206","4264","1092","550","472","1173","484","2070","732","354","184","117","119","1271","860","57","78","519","599","491","564","204","249","0","151","63","82","0","151","0","151","0","151","63","82","0","151","72500","550","5772","1084","25528","2066","25809","1712","10990","1645","4401","983","61664","1864","4781"
"0500000US06047","Merced County, California","3011","39987","3630","41251","3549","13898","1794","7799","1412","10736","2167","4342","1425","2535","881","2666","1094","620","368","573","333","3969","1441","687","433","1444","899","1341","625","232","165","265","327","842","607","248","352","155","214","230","313","209","288","0","211","1217","807","606","694","281","403","46","75","160","192","124","204","163014","719","49198","3177","44402","3862","45534","3563","15119","1873","8761","1413","146250","2663","43315"
"0500000US12071","Lee County, Florida","5189","153249","7997","145064","6615","88876","5566","55282","4078","42043","5382","3556","1703","14554","3137","12887","2964","8238","2172","2808","1015","10399","2450","1580","1046","2985","1248","3428","1493","1340","516","1066","468","17996","3026","2117","1290","4127","1257","5104","1247","4080","974","2568","878","5051","1653","378","429","1202","715","970","582","1998","1116","503","335","569552","510","59223","5366","176117","8256","167453","6655","104532","5982","62227","4438","494063","6549","51592"
"0500000US12105","Polk County, Florida","6847","151878","6246","128058","6285","54389","4396","29352","2951","28860","3533","4117","1173","9758","1544","9257","1948","3892","1199","1836","675","12930","2758","1684","765","3379","1238","5077","1650","1907","721","883","546","17704","2932","2440","1025","5503","1678","6609","1777","1780","636","1372","710","3867","1131","500","366","1185","648","751","516","1291","676","140","231","491748","889","73451","6926","171703","6608","149752","6333","63259","4540","33583","2990","428387","5385","64710"
"0500000US28035","Forrest County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US40145","Wagoner County, Oklahoma","836","15707","1131","17635","1250","7777","1071","3093","636","1347","493","210","194","550","245","425","317","127","117","35","57","3225","751","247","175","1158","402","990","423","611","282","219","173","930","423","67","77","231","203","347","209","82","96","203","221","66","77","0","161","32","54","34","54","0","161","0","161","54079","388","4823","822","17678","1090","19431","1302","8597","1098","3550","659","48511","1065","4299"
"0500000US42043","Dauphin County, Pennsylvania","1909","55360","3768","43148","3073","32913","2561","18923","2200","12610","2518","1107","719","4726","1401","3664","929","1754","760","1359","800","6801","1686","1243","711","1869","800","1729","647","1507","854","453","367","4089","1321","804","550","696","454","818","456","1034","568","737","565","1753","971","631","835","214","317","117","143","314","205","477","337","192199","258","20387","2409","62865","3920","49476","3089","37522","2655","21949","2355","166946","3396","16602"
"0500000US42089","Monroe County, Pennsylvania","2166","39512","3801","33436","3753","14359","2080","10591","2309","2420","1059","392","353","701","573","977","717","304","271","46","79","2958","1117","184","224","1128","638","1321","773","276","222","49","85","3674","1684","101","172","1099","737","2001","992","442","354","31","54","414","469","80","185","198","292","136","156","0","177","0","177","118492","1588","11885","2208","42638","4060","37871","3836","15381","2251","10717","2304","109026","2386","11128"
"0500000US48215","Hidalgo County, Texas","7611","106725","6248","105527","6844","59953","5206","23396","3046","28346","3356","8538","2177","7025","1782","7308","1888","2670","1195","2805","1157","5554","1602","2198","1113","1459","653","1129","509","729","764","39","77","4062","1070","210","211","1419","656","1163","548","891","542","379","232","3063","1247","1123","624","768","680","641","511","309","331","222","232","489388","733","164831","7282","117396","6577","115768","6998","64552","5369","26841","3389","448363","4004","152762"
"0500000US48329","Midland County, Texas","2530","20959","3371","28293","3198","17604","2397","7381","1807","7977","2214","1166","1028","2109","848","2934","1116","1465","764","303","298","7396","2035","419","522","1495","1105","3178","1421","1823","780","481","368","3051","1464","4","8","1058","800","801","578","707","536","481","477","184","218","85","142","94","164","5","9","0","228","0","228","108710","835","17539","2652","25715","3420","35211","3515","21599","2625","8646","1985","90102","3057","15865"
"0500000US55079","Milwaukee County, Wisconsin","3701","156787","6236","158705","6014","101085","4547","64355","3245","61540","4156","7254","1272","19596","2806","17523","2287","11511","1769","5656","1061","10990","2206","279","225","2221","1059","3573","1003","3178","947","1739","665","9247","1403","594","409","1702","663","2581","1014","2711","711","1659","490","3335","1052","572","342","675","499","447","325","1056","496","585","457","630009","387","72664","4059","180981","6748","182829","6078","119541","4726","73994","3310","544897","5730","63965"
"0500000US55101","Racine County, Wisconsin","2051","37364","2631","41155","3058","20708","1882","11297","1333","8470","1690","951","456","2369","737","3624","1097","1169","573","357","267","3680","1124","374","264","1206","588","1273","683","344","272","483","294","1275","585","0","151","403","288","591","420","127","165","154","143","457","273","0","151","67","113","140","151","181","194","69","85","135530","965","12449","2145","41409","2867","46783","2868","22529","1983","12360","1505","121648","2420","11124"
"0500000US36105","Sullivan County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37037","Chatham County, North Carolina","993","10688","1809","11235","1656","11289","1893","10238","1411","1420","869","296","357","212","194","636","527","105","124","171","145","3177","1116","354","504","215","178","985","624","1096","565","527","372","875","459","238","246","52","88","0","210","268","287","317","263","150","168","18","33","132","163","0","210","0","210","0","210","53217","1090","5051","1196","11299","1797","12856","1841","12758","2026","11253","1488","47595","1610","4145"
"0500000US37085","Harnett County, North Carolina","1536","23817","1726","26533","2332","10796","1377","5506","1141","4120","1176","467","423","1386","655","1849","683","223","210","195","144","3478","1171","241","186","824","435","1572","826","831","538","10","18","2158","748","112","131","218","172","894","513","489","305","445","273","400","280","89","80","34","48","167","170","110","126","0","210","87112","761","11213","1668","26279","1922","31015","2550","12449","1547","6156","1214","76956","1928","10304"
"0500000US37195","Wilson County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39007","Ashtabula County, Ohio","1602","25290","2012","16741","1975","6019","1015","4159","981","4281","1394","702","593","2115","1000","956","622","366","276","142","142","2076","767","761","478","860","416","287","186","156","150","12","22","1413","655","123","190","233","203","340","284","469","351","248","401","60","100","60","100","0","195","0","195","0","195","0","195","68534","483","10141","1845","28498","2365","18324","1934","7010","1177","4561","1035","60704","1675","8495"
"0500000US39013","Belmont County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US40031","Comanche County, Oklahoma","1289","18078","2114","20853","2110","8463","1563","7012","1162","7351","1518","983","475","3262","1055","2637","892","294","310","175","157","3015","1164","538","344","983","689","564","258","290","229","640","482","4450","1285","171","225","971","697","1878","646","1020","699","410","257","768","514","93","104","243","294","250","278","103","139","79","134","77137","1095","8932","1368","23537","2346","26182","2321","10170","1552","8316","1329","61553","2255","7147"
"0500000US42013","Blair County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42039","Crawford County, Pennsylvania","682","25688","1643","12695","1176","7386","1156","4167","659","2945","709","334","267","1147","484","964","400","363","224","137","95","1267","425","106","96","900","344","122","83","79","61","60","79","916","637","79","130","251","268","407","342","48","60","131","125","41","52","0","177","28","34","0","177","13","22","0","177","59468","328","4882","765","28014","1593","14188","1341","7889","1148","4495","676","54299","1018","4363"
"0500000US48027","Bell County, Texas","2569","46937","3539","61520","4531","26257","2548","15358","2432","27217","3930","1047","616","8080","1899","12390","2540","4422","1486","1278","691","9241","2245","1376","706","2138","711","3729","1298","1210","588","788","656","9365","2468","449","438","882","523","4841","1695","1671","839","1522","830","4123","1493","131","186","1249","641","1143","702","1108","782","492","479","216689","625","19674","2745","59286","3643","83623","4784","34668","3030","19438","3081","166743","4358","16671"
"0500000US48061","Cameron County, Texas","4462","65001","4712","58496","4307","27133","3492","12034","1835","12525","2216","4116","1334","3345","1228","2705","779","1702","800","657","354","2320","771","579","546","596","442","666","386","352","261","127","125","1106","462","167","195","247","207","411","286","148","199","133","174","677","360","145","127","48","79","225","251","158","175","101","175","250704","639","76419","4338","69237","5023","62503","4459","29493","3686","13052","1875","234076","2556","71412"
"0500000US51165","Rockingham County, Virginia","1075","19033","1814","11888","1506","8064","1220","5846","1333","2089","785","413","356","804","350","491","337","284","215","97","136","1311","511","75","72","523","279","140","154","421","310","152","152","711","405","23","38","196","178","146","139","161","144","185","176","73","89","73","89","0","206","0","206","0","206","0","206","55843","444","7412","1158","20556","1772","12665","1535","8930","1367","6280","1356","51659","1068","6828"
"0500000US51700","Newport News city, Virginia","1595","31155","2274","37279","2521","18947","2397","9435","1494","3627","1017","148","158","1306","602","1538","578","406","286","229","281","3214","925","149","121","712","527","718","362","1391","669","244","340","2661","910","55","92","430","327","632","299","1432","703","112","130","429","312","0","206","210","207","90","161","129","168","0","206","115694","757","9299","1624","33813","2330","40257","2540","22305","2426","10020","1526","105763","1815","8947"
"0500000US51710","Norfolk city, Virginia","2491","29373","2557","41536","3243","21850","2294","14576","1664","13041","2086","1960","804","3160","954","4602","1124","2128","712","1191","492","5808","1291","522","507","1484","513","1937","764","1432","636","433","308","7455","1645","365","342","1318","645","3137","1073","1881","669","754","379","1863","778","0","206","308","332","840","607","484","320","231","197","153046","876","20391","2735","35643","2767","52052","3748","27775","2534","17185","1925","124879","2960","17544"
"0500000US51810","Virginia Beach city, Virginia","2267","56162","3771","91570","3726","60347","4488","36109","2911","27429","3641","841","513","4820","1199","11800","2149","6007","1536","3961","1605","9294","1904","367","311","2107","863","3154","1208","1810","742","1856","745","10055","2091","129","125","920","512","3439","1233","3298","1161","2269","1050","1789","777","129","139","428","302","507","355","393","352","332","352","309053","363","17764","2329","64437","4079","110470","4099","71855","4553","44527","2777","260486","4644","16298"
"0500000US09003","Hartford County, Connecticut","4080","151130","5848","139042","5894","122913","5445","94650","4793","40334","4419","6057","1451","11049","2183","11602","2462","7083","1709","4543","1119","9522","1627","914","487","2719","964","2732","827","1435","486","1722","794","9054","1672","632","373","685","366","1411","603","3082","1041","3244","1085","4340","1484","439","254","1370","759","738","489","1118","615","675","407","624539","413","61596","4006","166953","6407","155525","6114","135631","5195","104834","5190","561289","5203","53554"
"0500000US18109","Morgan County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US19049","Dallas County, Iowa","581","9230","1373","14426","1397","15021","1738","7493","1624","2599","1345","10","17","419","384","438","307","834","600","898","973","5941","1673","257","212","1464","731","1875","829","2169","878","176","257","1913","771","0","163","481","501","590","436","755","445","87","142","43","71","0","163","0","163","43","71","0","163","0","163","58259","812","1860","641","11594","1662","17372","1497","18779","1718","8654","1868","47763","2195","1593"
"0500000US23011","Kennebec County, Maine","1034","27572","2166","26751","2211","13615","1484","8386","1275","5009","1616","556","406","1706","988","1375","764","1051","653","321","335","1551","631","66","82","755","432","474","441","208","193","48","65","788","316","0","170","164","177","287","199","240","233","97","109","115","190","0","170","0","170","0","170","0","170","115","190","88711","633","5546","1120","30197","2128","28887","2235","15114","1713","8967","1339","81248","1928","4924"
"0500000US26087","Lapeer County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US30013","Cascade County, Montana","995","16234","1729","18100","1781","7579","1469","3974","1116","3784","1051","473","354","1039","512","1064","452","765","451","443","268","1013","700","44","51","318","335","456","575","195","224","0","172","2050","930","43","61","153","186","1065","765","315","238","474","308","42","50","0","172","18","30","24","42","0","172","0","172","56638","924","4422","1037","17762","1831","20709","1922","8854","1522","4891","1140","49749","1911","3862"
"0500000US32003","Clark County, Nevada","7829","358904","11438","423100","9556","205836","6611","110993","6032","171850","8586","25352","3040","49955","4499","58657","4356","26637","3003","11249","1854","3538","1405","918","794","990","611","1145","635","440","319","45","73","65087","4902","6004","1510","17376","2623","22884","2738","11843","1790","6980","1513","8101","1902","1192","530","2166","997","2379","935","1964","759","400","244","1530208","703","216265","8311","429391","11752","508165","10181","246720","7333","129667","6487","1281632","10193","182799"
"0500000US36007","Broome County, New York","1865","39093","2908","32949","2483","18220","2132","14079","1869","8779","1833","1131","536","2470","905","2906","865","1448","786","824","423","2739","948","376","294","728","385","905","475","153","141","577","455","1263","658","231","394","47","41","511","350","168","169","306","244","1041","831","61","100","229","298","184","300","286","422","281","334","129231","1061","12867","1882","42567","2879","37455","2700","20275","2300","16067","1929","115409","2580","11068"
"0500000US36027","Dutchess County, New York","2134","47941","3796","51887","3073","36224","2850","33580","2949","7762","1417","652","363","1980","666","1764","544","1755","599","1611","594","8504","2302","911","475","3001","1244","2527","1035","1391","668","674","384","2117","801","343","211","333","234","240","214","638","463","563","351","604","408","208","242","190","205","0","201","67","103","139","161","206259","1137","19754","2138","53445","4057","56418","2941","40075","2923","36567","3003","187272","2479","17640"
"0500000US37035","Catawba County, North Carolina","1734","31972","2987","32346","2759","17306","2062","6794","1261","4967","1316","886","526","1605","650","1089","684","842","497","545","354","3478","1095","344","237","827","526","1564","661","485","356","258","235","1279","729","250","272","427","403","58","81","530","602","14","24","243","254","8","18","0","210","75","148","0","210","160","194","111083","744","14186","2051","34831","2922","35132","2571","19163","2110","7771","1398","101116","1994","12698"
"0500000US39009","Athens County, Ohio","876","12518","1872","7983","1303","3680","946","4437","964","2516","1068","231","181","340","337","834","537","262","317","849","664","2128","903","101","124","1336","776","168","181","407","393","116","109","919","647","0","195","148","244","65","108","405","336","301","264","289","248","0","195","0","195","0","195","289","248","0","195","37179","503","3041","895","14342","1819","9050","1436","5043","1017","5703","1097","31327","1727","2709"
"0500000US39099","Mahoning County, Ohio","1880","52084","2880","40590","2851","25127","2424","13428","1633","11481","1925","1160","490","4579","1130","4206","1048","1070","574","466","349","3471","1427","429","305","1631","856","908","448","315","236","188","215","2886","1205","0","195","880","532","1216","818","704","417","86","86","512","386","0","195","95","154","290","339","37","61","90","120","162405","906","14415","1907","59269","3027","47210","2938","27253","2513","14258","1698","144055","2366","12826"
"0500000US47093","Knox County, Tennessee","2443","71156","3933","79700","4617","57098","3831","37976","2894","26683","3228","2560","1009","6077","1386","8674","1679","5913","1485","3459","976","8250","1702","504","321","2298","984","2650","1018","1627","601","1171","690","10243","2069","771","385","1046","447","2875","1180","2968","797","2583","782","854","543","231","218","32","53","93","146","130","154","368","449","312635","1279","24741","2629","80609","4100","93992","4573","67736","3955","45557","3163","266605","4329","20675"
"0500000US51061","Fauquier County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US72127","San Juan Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01103","Morgan County, Alabama","2126","20845","2028","23315","2281","13666","1580","6270","1365","3887","1306","875","574","1678","924","848","477","278","250","208","177","1677","792","439","446","554","434","423","331","261","246","0","201","1113","660","62","104","309","373","393","346","232","250","117","141","0","201","0","201","0","201","0","201","0","201","0","201","81376","956","11979","2115","23386","2195","24979","2317","14437","1598","6595","1418","74699","1638","10603"
"0500000US06089","Shasta County, California","2149","25846","2670","47958","2689","14277","1714","8830","1262","11687","1952","1628","653","2387","779","4607","1085","1861","604","1204","622","3839","1183","654","396","928","466","1129","509","995","691","133","143","1670","691","108","117","353","309","907","430","150","155","152","242","614","492","0","211","0","211","0","211","295","303","319","249","127001","1098","14670","2164","29514","2692","54601","2507","17578","2012","10638","1422","109191","2240","12280"
"0500000US13295","Walker County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US25025","Suffolk County, Massachusetts","5212","97196","6279","89281","5142","113931","5687","95433","4896","46976","5264","6736","2069","8055","2278","8447","1765","13510","2049","10228","1719","21600","2762","1383","605","2394","1021","2920","981","9105","1689","5798","1412","19028","2879","172","209","1296","939","1938","1015","7160","1544","8462","1892","7730","1607","1062","856","811","504","506","477","2863","953","2488","845","563044","664","81222","5754","109752","6398","103092","5714","146569","5724","122409","5068","467710","7590","71869"
"0500000US26055","Grand Traverse County, Michigan","739","15504","2170","20226","2117","13753","1900","6986","1265","4098","1122","12","28","1359","658","1965","770","702","414","60","79","2078","722","0","172","411","294","984","550","448","297","235","194","1676","801","230","249","363","373","335","277","101","123","647","468","124","205","0","172","0","172","0","172","124","205","0","172","67134","749","2931","815","17637","2330","23510","2316","15128","1909","7928","1390","59158","1672","2689"
"0500000US27137","St. Louis County, Minnesota","832","31966","2338","48041","2459","22556","1922","12423","1330","10033","1305","1288","669","2356","670","3332","776","2197","668","860","403","3500","924","18","23","820","406","1642","699","569","259","451","269","2336","664","317","300","474","258","843","391","452","274","250","239","243","188","10","17","38","54","91","106","82","137","22","36","136380","618","6915","1056","35654","2330","53949","2259","25856","2007","14006","1505","120268","1733","5282"
"0500000US31153","Sarpy County, Nebraska","813","22290","1985","34365","2591","25233","2413","15164","1474","5125","1213","349","428","1591","730","1852","743","1059","517","274","258","5048","1639","517","419","1530","957","1178","662","1540","631","283","224","4768","1324","157","152","870","700","1680","661","961","540","1100","674","965","676","0","161","112","119","436","323","236","217","181","241","117723","485","5788","1025","26393","2462","39511","2711","29029","2520","17002","1718","101817","2436","4765"
"0500000US40037","Creek County, Oklahoma","928","15297","1124","15348","1210","5610","1012","2392","528","2845","578","206","117","1318","334","975","412","267","182","79","111","1957","662","363","196","758","339","554","269","162","164","120","145","339","211","0","161","156","137","183","168","0","161","0","161","26","42","0","161","13","23","13","20","0","161","0","161","49027","304","5782","909","17542","1166","17073","1227","6039","995","2591","522","43860","988","5213"
"0500000US06013","Contra Costa County, California","4717","124362","6230","207284","7092","185983","5817","118449","4733","47765","5799","5832","1918","8545","2212","15736","2711","11524","2247","6128","1365","31372","3338","2303","866","3860","1253","8023","1942","10871","1812","6315","1502","6804","1424","35","56","835","565","1467","630","2606","834","1861","786","6064","1442","519","384","379","284","1001","642","2176","827","1989","897","797071","833","77677","5300","137981","6451","233511","6610","213160","5768","134742","5283","705066","7263","68988"
"0500000US26017","Bay County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26159","Van Buren County, Michigan","1011","14404","1805","14649","1497","5959","964","3471","776","3849","1111","252","180","1438","539","1404","709","634","414","121","103","2301","756","582","471","649","421","595","296","280","227","195","179","1736","959","275","280","144","154","1142","869","63","67","112","124","14","23","0","172","0","172","14","23","0","172","0","172","51982","708","6708","1132","16635","1876","17804","1859","6936","1084","3899","799","44082","1575","5599"
"0500000US32031","Washoe County, Nevada","2500","64742","3339","92972","4162","52255","3651","33141","3006","33868","3873","3884","1425","7997","2331","13517","1796","5593","1230","2877","942","4099","1326","550","385","1778","857","1123","583","623","421","25","40","14405","2192","1604","813","3224","1135","3991","1102","3541","1149","2045","850","739","573","0","211","86","100","53","87","288","291","312","392","323487","696","33304","2789","77827","3774","111656","4102","62300","3813","38400","3161","270376","4417","27266"
