FIPS,County Name,State,Size,Pop 2012,Pop 2013,Pop 2014,Pop 2015,GDP 2012,GDP 2013,GDP 2014,GDP 2015,GDP/capita 2012,GDP/capita 2013,GDP/capita 2014,GDP/capita 2015,% Change (2012-2015),% Change (2014-2015),Add Zero FIPS
20193,Thomas,KS,Small,7931,7933,7828,7875,389267,433748,403199,400211,49081.7047,54676.414979999994,51507.28155,50820.44444,3.5%,-1.3%,020193
05101,Newton,AR,Small,8062,8054,7878,7860,73313,81016,83821,78814,9093.649218999999,10059.10107,10639.88322,10027.22646,10.3%,-5.8%,05101
47135,Perry,TN,Small,7848,7878,7819,7848,129823,123874,124576,130330,16542.17635,15724.041630000002,15932.47218,16606.7788,0.4%,4.2%,047135
05129,Searcy,AR,Small,7996,7981,7915,7828,109258,108907,106812,98899,13664.082040000001,13645.78374,13494.883130000002,12634.00613,-7.5%,-6.4%,05129
20003,Anderson,KS,Small,7918,7854,7882,7817,184893,194286,183784,178947,23350.97247,24737.20397,23316.92464,22892.03019,-2.0%,-1.8%,020003
31121,Merrick,NE,Small,7840,7826,7785,7802,301546,339682,335690,332070,38462.5,43404.29338,43120.10276,42562.16355,10.7%,-1.3%,031121
48069,Castro,TX,Small,8217,8081,7909,7801,425054,446236,439772,495194,51728.61142,55220.393520000005,55603.99545,63478.272020000004,22.7%,14.2%,048069
20043,Doniphan,KS,Small,7887,7871,7839,7786,201829,213451,205625,196917,25590.08495,27118.66345,26231.02437,25291.163630000003,-1.2%,-3.6%,020043
08113,San Miguel,CO,Small,7561,7598,7704,7785,492152,545543,734667,813423,65090.861,71800.86865,95361.76012,104485.9345,60.5%,9.6%,08113
41037,Lake,OR,Small,7715,7785,7810,7759,206787,216662,231974,240776,26803.24044,27830.700060000003,29702.1767,31031.834,15.8%,4.5%,041037
02188,Northwest Arctic Borough,AK,Small,7707,7721,7756,7752,628118,638708,626141,547482,81499.67562000001,82723.48141000001,80729.88653999999,70624.613,-13.3%,-12.5%,02188
40093,Major,OK,Small,7691,7700,7773,7745,443151,377563,365580,363875,57619.4253,49034.15584,47032.03396,46981.923819999996,-18.5%,-0.1%,040093
16059,Lemhi,ID,Small,7766,7714,7720,7734,185045,187410,194189,192912,23827.581769999997,24294.7887,25154.01554,24943.36695,4.7%,-0.8%,016059
20067,Grant,KS,Small,7832,7847,7794,7727,571311,682210,559135,504452,72945.73544,86938.95756,71739.15832999999,65284.327679999995,-10.5%,-9.0%,020067
13181,Lincoln,GA,Small,7762,7732,7641,7721,100577,99173,101857,106286,12957.61402,12826.30626,13330.32326,13765.83344,6.2%,3.3%,013181
28037,Franklin,MS,Small,7903,7878,7773,7720,144307,150567,151499,160301,18259.77477,19112.33816,19490.41554,20764.378240000002,13.7%,6.5%,028037
47027,Clay,TN,Small,7727,7708,7639,7683,144919,153396,148575,158459,18754.885469999997,19900.8822,19449.53528,20624.6258,10.0%,6.0%,047027
16077,Power,ID,Small,7803,7743,7680,7649,413264,480272,510579,556076,52962.19403,62026.60468,66481.64063,72699.17636,37.3%,9.4%,016077
48283,La Salle,TX,Small,7151,7440,7479,7644,417896,479284,527239,473814,58438.81975,64419.892470000006,70495.92191,61985.086339999994,6.1%,-12.1%,048283
20095,Kingman,KS,Small,7824,7800,7678,7628,243079,262125,234747,222463,31068.37935,33605.76923,30573.9776,29164.00105,-6.1%,-4.6%,020095
30105,Valley,MT,Small,7497,7614,7613,7608,311155,336979,355226,352131,41503.93491,44257.81455,46660.44923,46284.30599,11.5%,-0.8%,030105
29041,Chariton,MO,Small,7685,7646,7684,7591,169002,187255,190140,179117,21991.15159,24490.583309999998,24744.92452,23595.96891,7.3%,-4.6%,029041
40141,Tillman,OK,Small,7835,7736,7679,7578,180339,171913,185652,183380,23017.102740000002,22222.46639,24176.58549,24198.9971,5.1%,0.1%,040141
29057,Dade,MO,Small,7561,7536,7600,7575,125579,134596,137003,128571,16608.781909999998,17860.4034,18026.71053,16973.06931,2.2%,-5.8%,029057
47095,Lake,TN,Small,7720,7699,7669,7574,111632,139889,166497,208912,14460.103630000001,18169.76231,21710.392490000002,27582.78321,90.8%,27.0%,047095
21063,Elliott,KY,Small,7634,7552,7535,7548,52964,58245,53531,60002,6937.909353,7712.526483,7104.3132049999995,7949.390567,14.6%,11.9%,021063
05039,Dallas,AR,Small,7947,7887,7687,7529,177988,190678,194321,193874,22396.87933,24176.239380000003,25279.17263,25750.29884,15.0%,1.9%,05039
53019,Ferry,WA,Small,7663,7591,7590,7521,128507,127653,138242,137043,16769.80295,16816.36148,18213.702240000002,18221.38014,8.7%,0.0%,053019
28119,Quitman,MS,Small,7800,7814,7685,7512,94583,107441,94701,92009,12126.02564,13749.80804,12322.83669,12248.26944,1.0%,-0.6%,028119
48175,Goliad,TX,Small,7332,7451,7504,7510,410464,400302,413011,293462,55982.542279999994,53724.60072,55038.77932,39076.16511,-30.2%,-29.0%,048175
19195,Worth,IA,Small,7501,7495,7562,7507,276394,336582,401734,393052,36847.62032,44907.538360000006,53125.36366,52358.06581,42.1%,-1.4%,019195
54073,Pleasants,WV,Small,7535,7518,7589,7503,410346,446206,484694,444069,54458.659589999996,59351.68928,63867.96679,59185.52579,8.7%,-7.3%,054073
28063,Jefferson,MS,Small,7679,7653,7577,7499,93027,106003,107734,102344,12114.46803,13851.16948,14218.55616,13647.68636,12.7%,-4.0%,028063
48437,Swisher,TX,Small,7842,7717,7552,7481,239126,335073,309510,356986,30492.98648,43420.11144,40983.84534,47719.02152,56.5%,16.4%,048437
54013,Calhoun,WV,Small,7596,7551,7559,7465,146245,143397,153379,117964,19252.896259999998,18990.46484,20290.9115,15802.27729,-17.9%,-22.1%,054013
05095,Monroe,AR,Small,7853,7690,7635,7453,216154,226922,218108,212598,27525.02228,29508.712610000002,28566.86313,28525.15765,3.6%,-0.1%,05095
08065,Lake,CO,Small,7247,7261,7317,7444,205710,207981,218652,207516,28385.538839999997,28643.575269999998,29882.738830000002,27876.94788,-1.8%,-6.7%,08065
56011,Crook,WY,Small,7141,7153,7245,7432,254178,270834,274651,260258,35594.17449,37862.99455,37909.04072,35018.56835,-1.6%,-7.6%,056011
51157,Rappahannock,VA,Small,7405,7424,7331,7384,237291,209202,207130,211067,32044.69953,28179.14871,28253.989910000004,28584.371610000002,-10.8%,1.2%,051157
42053,Forest,PA,Small,7587,7534,7445,7357,207081,211376,228657,244444,27294.18743,28056.278210000004,30712.8274,33226.04322,21.7%,8.2%,042053
48391,Refugio,TX,Small,7252,7273,7354,7320,296090,336670,342791,273381,40828.7369,46290.389110000004,46612.86375,37347.13115,-8.5%,-19.9%,048391
19177,Van Buren,IA,Small,7449,7437,7392,7297,224716,212869,233804,220757,30167.27077,28622.96625,31629.328999999998,30253.11772,0.3%,-4.4%,019177
22035,East Carroll,LA,Small,7577,7498,7440,7275,206399,235091,206920,177429,27240.200610000004,31353.82769,27811.827960000002,24388.865980000002,-10.5%,-12.3%,022035
46067,Hutchinson,SD,Small,7252,7193,7227,7268,253169,267087,256731,273682,34910.231660000005,37131.51675,35523.86883,37655.75124,7.9%,6.0%,046067
48111,Dallam,TX,Small,7048,7102,7203,7264,477856,562418,506745,537272,67800.22701,79191.49535,70351.93669,73963.65639,9.1%,5.1%,048111
21237,Wolfe,KY,Small,7194,7281,7252,7244,75947,86218,73273,76947,10556.99194,11841.505290000001,10103.83343,10622.17007,0.6%,5.1%,021237
55091,Pepin,WI,Small,7373,7351,7301,7240,209417,204367,202599,211458,28403.22799,27801.25153,27749.48637,29206.90608,2.8%,5.3%,055091
48047,Brooks,TX,Small,7198,7261,7256,7238,230210,231929,239024,223396,31982.49514,31941.743560000003,32941.5656,30864.32716,-3.5%,-6.3%,048047
13243,Randolph,GA,Small,7304,7198,7312,7221,151240,158011,160556,164959,20706.462209999998,21952.07002,21957.87746,22844.34289,10.3%,4.0%,013243
31095,Jefferson,NE,Small,7533,7511,7300,7212,340430,433202,467652,488597,45191.82265,57675.67567999999,64061.91781,67747.78147999999,49.9%,5.8%,031095
41023,Grant,OR,Small,7326,7271,7191,7209,180648,178903,192222,199179,24658.47666,24605.00619,26730.91364,27629.213480000002,12.0%,3.4%,041023
18161,Union,IN,Small,7351,7307,7249,7200,117264,126515,118642,114250,15952.11536,17314.219240000002,16366.671269999999,15868.055559999999,-0.5%,-3.0%,018161
48017,Bailey,TX,Small,7107,7097,6939,7199,227048,272561,266329,280893,31947.09441,38405.10075,38381.46707,39018.33588,22.1%,1.7%,048017
31139,Pierce,NE,Small,7187,7180,7206,7195,271887,305728,303219,293292,37830.3882,42580.50139,42078.68443,40763.30785,7.8%,-3.1%,031139
56045,Weston,WY,Small,7074,7136,7142,7181,332472,306384,312816,347555,46999.15182,42934.97758,43799.49594,48399.24802,3.0%,10.5%,056045
17169,Schuyler,IL,Small,7455,7389,7266,7160,253873,266867,233752,207105,34054.05768,36116.79524,32170.657860000003,28925.27933,-15.1%,-10.1%,017169
41025,Harney,OR,Small,7247,7160,7119,7147,190180,199927,216732,225682,26242.58314,27922.76536,30444.163510000002,31577.16524,20.3%,3.7%,041025
19001,Adair,IA,Small,7468,7387,7367,7141,299503,347830,335585,342165,40104.84735,47086.77406,45552.46369,47915.55805,19.5%,5.2%,019001
54071,Pendleton,WV,Small,7470,7375,7229,7103,148072,149475,142033,134096,19822.22222,20267.796609999998,19647.66911,18878.78361,-4.8%,-3.9%,054071
46051,Grant,SD,Small,7249,7244,7176,7091,523630,610200,577372,532778,72234.79101,84235.22916,80458.75138999999,75134.39571,4.0%,-6.6%,046051
54093,Tucker,WV,Small,7077,7079,7053,7087,217268,230951,226284,257783,30700.579339999997,32624.805760000003,32083.36878,36374.06519,18.5%,13.4%,054093
51097,King and Queen,VA,Small,7009,7026,7081,7082,123159,115633,118732,122196,17571.55086,16457.870769999998,16767.68818,17254.4479,-1.8%,2.9%,051097
31173,Thurston,NE,Small,6926,6875,6963,7073,307625,325824,317854,335535,44415.968810000006,47392.58182,45649.00187,47438.851969999996,6.8%,3.9%,031173
21181,Nicholas,KY,Small,7008,7007,7048,7058,70719,77543,77655,77018,10091.181509999999,11066.50492,11018.0193,10912.156420000001,8.1%,-1.0%,021181
48377,Presidio,TX,Small,7616,7389,7188,7054,222852,252066,230253,243299,29261.029410000003,34113.6825,32032.97162,34490.927130000004,17.9%,7.7%,048377
49025,Kane,UT,Small,7173,7122,7169,7046,292110,325689,263076,272446,40723.546630000004,45729.99158,36696.33143,38666.76128,-5.1%,5.4%,049025
20167,Russell,KS,Small,6992,6978,7007,7045,264491,304138,296749,275959,37827.66018,43585.26799,42350.363919999996,39170.90135,3.6%,-7.5%,020167
48075,Childress,TX,Small,7098,7055,7062,7040,147269,157873,166362,181213,20747.957169999998,22377.46279,23557.34919,25740.48295,24.1%,9.3%,048075
51036,Charles City,VA,Small,7126,7071,6975,7038,143447,155076,159458,163482,20130.08701,21931.26856,22861.36201,23228.474,15.4%,1.6%,051036
38067,Pembina,ND,Small,7220,7099,7078,7037,469862,416426,395479,385372,65077.83934,58659.811239999995,55874.39955,54763.6777,-15.8%,-2.0%,038067
05073,Lafayette,AR,Small,7448,7284,7163,7016,122883,145970,150699,156473,16498.79162,20039.813290000002,21038.53134,22302.30901,35.2%,6.0%,05073
31127,Nemaha,NE,Small,7150,7149,7126,6999,782844,771148,663656,775215,109488.6713,107867.9536,93131.63065,110760.823,1.2%,18.9%,031127
17071,Henderson,IL,Small,7042,6963,7010,6994,130847,169473,141821,116102,18580.942909999998,24339.077980000002,20231.24108,16600.228769999998,-10.7%,-17.9%,017071
19151,Pocahontas,IA,Small,7141,7110,7096,6962,386577,413492,441218,398821,54134.85506,58156.39944,62178.410370000005,57285.40649,5.8%,-7.9%,019151
19093,Ida,IA,Small,7043,7073,6970,6962,387856,415338,416082,399037,55069.71461,58721.61742,59696.126260000005,57316.43206,4.1%,-4.0%,019093
16015,Boise,ID,Small,6792,6722,6778,6960,105000,107644,108903,117411,15459.363959999999,16013.6864,16067.12895,16869.39655,9.1%,5.0%,016015
46009,Bon Homme,SD,Small,7023,6983,6981,6946,160066,174315,173797,178319,22791.68447,24962.76672,24895.71695,25672.18543,12.6%,3.1%,046009
19071,Fremont,IA,Small,7144,7072,7032,6913,297098,291348,286430,268867,41587.06607,41197.39819,40732.366330000004,38892.9553,-6.5%,-4.5%,019071
20197,Wabaunsee,KS,Small,6988,7019,6932,6873,112332,125273,123679,129369,16074.985690000001,17847.6991,17841.74841,18822.78481,17.1%,5.5%,020197
27073,Lac qui Parle,MN,Small,7120,7003,6899,6870,288209,300394,290686,281396,40478.79213,42895.04498,42134.51225,40960.11645,1.2%,-2.8%,027073
50013,Grand Isle,VT,Small,6967,6984,6966,6869,141256,144537,150721,158972,20275.010769999997,20695.44674,21636.6638,23143.397869999997,14.1%,7.0%,050013
13065,Clinch,GA,Small,6709,6775,6800,6850,176709,205600,208174,220370,26339.09674,30346.86347,30613.82353,32170.80292,22.1%,5.1%,013065
22023,Cameron,LA,Small,6620,6703,6715,6815,489913,541887,935345,1136371,74004.98488999999,80842.4586,139291.8838,166745.5613,125.3%,19.7%,022023
38005,Benson,ND,Small,6767,6894,6881,6815,268772,229933,232525,218144,39718.04345,33352.62547,33792.3267,32009.39105,-19.4%,-5.3%,038005
41063,Wallowa,OR,Small,6799,6768,6777,6810,321627,266653,286125,298551,47305.04486,39399.08392,42220.00885,43840.088110000004,-7.3%,3.8%,041063
02240,Southeast Fairbanks Census Area,AK,Small,7172,6980,6929,6807,603699,600867,578936,498374,84174.42833,86084.09742,83552.60498999999,73214.92581,-13.0%,-12.4%,02240
29045,Clark,MO,Small,6966,6898,6884,6801,118996,125400,124711,110287,17082.400230000003,18179.18237,18116.06624,16216.29172,-5.1%,-10.5%,029045
17009,Brown,IL,Small,6888,6861,6834,6800,324599,350969,348437,346562,47125.29036,51154.20493,50985.806260000005,50965.0,8.1%,0.0%,017009
46047,Fall River,SD,Small,6973,6815,6844,6798,243588,323862,306450,299545,34933.027389999996,47521.9369,44776.44652,44063.6952,26.1%,-1.6%,046047
13283,Treutlen,GA,Small,6790,6685,6808,6798,70166,71516,77063,83876,10333.72607,10697.98055,11319.47709,12338.3348,19.4%,9.0%,013283
30077,Powell,MT,Small,7075,6950,6876,6793,172128,182507,183000,190301,24329.04594,26260.0,26614.31065,28014.279410000003,15.1%,5.3%,030077
20145,Pawnee,KS,Small,6862,6864,6823,6771,300065,333443,288217,263145,43728.504810000006,48578.52564,42241.97567,38863.53567,-11.1%,-8.0%,020145
17003,Alexander,IL,Small,7716,7234,7080,6759,137150,145736,137400,132525,17774.75376,20145.97733,19406.77966,19607.19041,10.3%,1.0%,017003
16029,Caribou,ID,Small,6760,6804,6812,6753,446343,454402,377193,438793,66027.07101,66784.53851,55371.843810000006,64977.49149,-1.6%,17.3%,016029
21057,Cumberland,KY,Small,6864,6800,6731,6748,110017,117270,113484,122269,16028.117719999998,17245.58824,16859.90195,18119.29461,13.0%,7.5%,021057
21129,Lee,KY,Small,7584,6881,6797,6740,113249,120337,116704,116937,14932.621309999999,17488.30112,17169.92791,17349.70326,16.2%,1.0%,021129
38009,Bottineau,ND,Small,6598,6733,6682,6729,413928,370239,391285,331615,62735.37436,54988.71231,58558.06645,49281.46827,-21.4%,-15.8%,038009
05147,Woodruff,AR,Small,7066,7031,6871,6718,171906,176860,169510,164077,24328.61591,25154.3166,24670.35366,24423.48913,0.4%,-1.0%,05147
51181,Surry,VA,Small,6839,6788,6781,6670,1450928,1424526,1463909,1221673,212154.9934,209859.4579,215883.9404,183159.3703,-13.7%,-15.2%,051181
29075,Gentry,MO,Small,6764,6731,6752,6653,188389,184547,181069,164407,27851.71496,27417.4714,26817.09123,24711.709,-11.3%,-7.9%,029075
32027,Pershing,NV,Small,6757,6849,6711,6629,303839,269305,255903,237484,44966.5532,39320.33874,38131.87304,35825.01131,-20.3%,-6.0%,032027
27107,Norman,MN,Small,6605,6604,6586,6619,244441,256978,242200,228999,37008.47843,38912.477289999995,36774.97722,34597.22012,-6.5%,-5.9%,027107
30005,Blaine,MT,Small,6656,6596,6650,6618,138701,146920,146530,147665,20838.49159,22274.105519999997,22034.58647,22312.63222,7.1%,1.3%,030005
47067,Hancock,TN,Small,6660,6626,6624,6579,60855,63714,64901,67446,9137.387387,9615.756112000001,9797.85628,10251.709990000001,12.2%,4.6%,047067
31099,Kearney,NE,Small,6508,6486,6590,6559,314736,365346,345677,334157,48361.40135,56328.39962999999,52454.779969999996,50946.33328,5.3%,-2.9%,031099
13037,Calhoun,GA,Small,6566,6599,6516,6552,113194,98447,92420,93093,17239.41517,14918.4725,14183.548190000001,14208.333330000001,-17.6%,0.2%,013037
51021,Bland,VA,Small,6695,6675,6587,6535,175266,188360,198783,209917,26178.64078,28218.72659,30178.07803,32121.95868,22.7%,6.4%,051021
31021,Burt,NE,Small,6679,6568,6544,6535,212312,251169,243193,229271,31787.992210000004,38241.321560000004,37162.7445,35083.550110000004,10.4%,-5.6%,031021
08103,Rio Blanco,CO,Small,6792,6732,6636,6515,338885,357092,373624,353957,49894.72909,53043.9691,56302.591920000006,54329.5472,8.9%,-3.5%,08103
17047,Edwards,IL,Small,6720,6686,6627,6508,246644,245484,244472,246521,36702.97619,36716.12324,36890.297269999995,37879.686539999995,3.2%,2.7%,017047
02198,Prince of Wales-Hyder Census Area,AK,Small,6424,6446,6462,6505,229136,255935,254196,238883,35668.74222,39704.46789,39337.04735,36722.982319999996,3.0%,-6.6%,02198
13263,Talbot,GA,Small,6614,6529,6509,6474,78973,64154,70563,79846,11940.2782,9826.007045,10840.83577,12333.33333,3.3%,13.8%,013263
46101,Moody,SD,Small,6464,6445,6432,6467,247009,288282,284732,327453,38213.025989999995,44729.5578,44268.034830000004,50634.45183,32.5%,14.4%,046101
46115,Spink,SD,Small,6636,6565,6556,6457,350625,407041,408864,386088,52836.79928,62001.67555,62364.856620000006,59793.71225,13.2%,-4.1%,046115
26095,Luce,MI,Small,6475,6499,6408,6423,289116,384698,291814,256894,44651.11969,59193.414370000006,45539.01373,39995.95205,-10.4%,-12.2%,026095
31003,Antelope,NE,Small,6550,6471,6422,6419,319454,396649,408221,420324,48771.60305,61296.399320000004,63566.02305,65481.22761,34.3%,3.0%,031003
08055,Huerfano,CO,Small,6557,6455,6389,6400,140198,130338,138832,143584,21381.424430000003,20191.78931,21729.84818,22435.0,4.9%,3.2%,08055
31093,Howard,NE,Small,6298,6337,6352,6382,181217,220926,210872,211245,28773.737689999998,34862.86887,33197.733,33100.12535,15.0%,-0.3%,031093
29211,Sullivan,MO,Small,6555,6497,6473,6369,1182607,1819136,1841665,1112438,180412.9672,279996.30600000004,284514.9081,174664.4685,-3.2%,-38.6%,029211
48169,Garza,TX,Small,6417,6372,6408,6369,282814,316729,301562,216107,44072.6196,49706.37163,47060.2372,33931.07238,-23.0%,-27.9%,048169
21165,Menifee,KY,Small,6335,6339,6299,6367,61018,62483,62080,62391,9631.886346,9856.917495,9855.532624,9799.120465,1.7%,-0.6%,021165
27167,Wilkin,MN,Small,6590,6494,6464,6362,285084,301312,295956,286631,43260.09105,46398.52171,45785.272280000005,45053.5995,4.1%,-1.6%,027167
19185,Wayne,IA,Small,6326,6382,6374,6355,181310,187052,188041,185141,28661.08125,29309.30743,29501.2551,29133.123519999997,1.6%,-1.2%,019185
49001,Beaver,UT,Small,6505,6462,6426,6344,303157,365683,386568,382226,46603.68947,56589.755489999996,60156.86275,60250.0,29.3%,0.2%,049001
20053,Ellsworth,KS,Small,6459,6363,6346,6305,216102,265190,269494,260563,33457.50116,41676.88197,42466.75071,41326.40761,23.5%,-2.7%,020053
29179,Reynolds,MO,Small,6553,6458,6405,6297,177386,170829,165492,163207,27069.43385,26452.30722,25837.93911,25918.21502,-4.3%,0.3%,029179
31035,Clay,NE,Small,6385,6359,6314,6291,333402,396541,374626,359911,52216.444789999994,62359.018710000004,59332.59424,57210.459389999996,9.6%,-3.6%,031035
20123,Mitchell,KS,Small,6301,6307,6244,6286,272867,317358,299351,286381,43305.34836,50318.376410000004,47942.1845,45558.54279,5.2%,-5.0%,020123
29035,Carter,MO,Small,6270,6339,6282,6276,93315,91651,89843,92520,14882.775119999998,14458.27418,14301.655519999998,14741.8738,-0.9%,3.1%,029035
21075,Fulton,KY,Small,6563,6387,6267,6269,206404,219172,213866,215714,31449.64193,34315.328010000005,34125.737989999994,34409.634710000006,9.4%,0.8%,021075
40067,Jefferson,OK,Small,6342,6359,6292,6265,128467,121165,128830,114228,20256.543680000002,19054.096559999998,20475.20661,18232.72147,-10.0%,-11.0%,040067
19173,Taylor,IA,Small,6262,6226,6164,6263,191848,201630,193520,179294,30636.85723,32385.159010000003,31395.19792,28627.494810000004,-6.6%,-8.8%,019173
47127,Moore,TN,Small,6310,6280,6298,6256,137349,142503,148876,162938,21766.877969999998,22691.56051,23638.61543,26045.07673,19.7%,10.2%,047127
08109,Saguache,CO,Small,6320,6232,6186,6239,135088,141810,147921,157810,21374.68354,22755.13479,23912.22114,25294.11765,18.3%,5.8%,08109
42113,Sullivan,PA,Small,6396,6288,6258,6237,129685,133957,149178,144330,20275.953719999998,21303.59415,23837.9674,23140.93314,14.1%,-2.9%,042113
20073,Greenwood,KS,Small,6426,6358,6288,6233,142855,158902,150773,135452,22230.7812,24992.45046,23977.8944,21731.429490000002,-2.2%,-9.4%,020073
50009,Essex,VT,Small,6224,6193,6155,6195,95735,99895,100748,104995,15381.5874,16130.30841,16368.48091,16948.34544,10.2%,3.5%,050009
19143,Osceola,IA,Small,6203,6232,6227,6159,323584,366313,357884,341175,52165.72626,58779.364570000005,57472.940420000006,55394.544570000005,6.2%,-3.6%,019143
29205,Shelby,MO,Small,6217,6153,6093,6101,135868,145288,148436,135456,21854.27055,23612.546730000002,24361.72657,22202.261919999997,1.6%,-8.9%,029205
30073,Pondera,MT,Small,6153,6204,6128,6084,179682,197090,191551,202174,29202.34032,31768.214060000002,31258.32245,33230.4405,13.8%,6.3%,030073
30099,Teton,MT,Small,6056,6037,6018,6050,226490,231130,217216,219415,37399.27345,38285.5723,36094.383519999996,36266.94215,-3.0%,0.5%,030099
20069,Gray,KS,Small,5966,5982,6052,6050,490752,550919,453341,417754,82258.1294,92096.1217,74907.63384,69050.24793,-16.1%,-7.8%,020069
26131,Ontonagon,MI,Small,6411,6320,6189,6037,126380,134955,125710,127678,19712.993290000002,21353.63924,20311.84359,21149.24631,7.3%,4.1%,026131
40055,Greer,OK,Small,6050,6134,6118,6029,97198,93812,104472,102962,16065.785119999999,15293.77242,17076.168680000002,17077.790680000002,6.3%,0.0%,040055
48065,Carson,TX,Small,6086,5984,6033,6007,642371,580861,604343,670893,105548.9648,97069.01737999999,100172.8825,111685.2006,5.8%,11.5%,048065
40033,Cotton,OK,Small,6149,6153,6120,5993,127647,119894,128216,133344,20758.9852,19485.45425,20950.3268,22249.958280000003,7.2%,6.2%,040033
38049,McHenry,ND,Small,5801,5910,5979,5976,200563,182724,175548,164519,34573.86657,30917.7665,29360.76267,27529.95315,-20.4%,-6.2%,038049
20181,Sherman,KS,Small,6121,6091,6067,5960,235359,265935,252880,245426,38451.07009,43660.3185,41681.226310000005,41178.85906,7.1%,-1.2%,020181
31167,Stanton,NE,Small,6090,6088,6096,5943,247508,254229,264101,254078,40641.70772,41759.03417,43323.65486,42752.48191,5.2%,-1.3%,031167
20143,Ottawa,KS,Small,6028,6043,6028,5934,114785,134475,121969,119153,19041.9708,22253.02002,20233.74253,20079.71014,5.4%,-0.8%,020143
46057,Hamlin,SD,Small,5901,5885,5911,5933,208691,218814,215187,210884,35365.3618,37181.64826,36404.50008,35544.244060000005,0.5%,-2.4%,046057
48411,San Saba,TX,Small,5965,5690,5816,5917,114225,116102,125278,132632,19149.203690000002,20404.56942,21540.23384,22415.41322,17.1%,4.1%,048411
48107,Crosby,TX,Small,6030,5919,5824,5916,117767,128954,131314,143236,19530.182419999997,21786.450409999998,22547.0467,24211.62948,24.0%,7.4%,048107
32015,Lander,NV,Small,5932,6077,5991,5909,903041,776344,671332,619632,152232.1308,127751.19300000001,112056.7518,104862.4133,-31.1%,-6.4%,032015
40003,Alfalfa,OK,Small,5663,5850,5813,5901,236455,238323,277823,240993,41754.37048,40738.97436,47793.39412,40839.34926,-2.2%,-14.6%,040003
08011,Bent,CO,Small,5816,5733,5784,5893,103899,102646,103610,106929,17864.33975,17904.41305,17913.20885,18145.08739,1.6%,1.3%,08011
18115,Ohio,IN,Small,6063,5995,5963,5882,115850,76354,78342,80298,19107.70246,12736.28023,13138.01778,13651.47909,-28.6%,3.9%,018115
16007,Bear Lake,ID,Small,5890,5943,5922,5876,142492,148415,148463,155191,24192.19015,24973.077569999998,25069.73995,26410.99387,9.2%,5.4%,016007
13259,Stewart,GA,Small,6119,5562,5870,5867,88403,99101,120160,130711,14447.29531,17817.51169,20470.18739,22279.01824,54.2%,8.8%,013259
27051,Grant,MN,Small,5928,5955,5923,5867,223807,218248,210150,201435,37754.21727,36649.5382,35480.330910000004,34333.56059,-9.1%,-3.2%,027051
13201,Miller,GA,Small,6009,5904,5949,5848,143059,153529,160297,166534,23807.45548,26004.234419999997,26945.20087,28477.086180000002,19.6%,5.7%,013201
48153,Floyd,TX,Small,6349,6244,5945,5846,154007,172148,173144,184323,24256.89085,27570.147339999996,29124.306139999997,31529.763939999997,30.0%,8.3%,048153
02016,Aleutians West Census Area,AK,Small,5689,5752,5839,5818,363807,407249,400982,428271,63949.20021,70801.28651,68673.06046000001,73611.37848,15.1%,7.2%,02016
48207,Haskell,TX,Small,5887,5905,5799,5817,146685,151844,156071,148721,24916.76576,25714.47925,26913.43335,25566.61509,2.6%,-5.0%,048207
31031,Cherry,NE,Small,5731,5754,5740,5817,218395,246548,251704,225258,38107.66009,42848.10567,43850.871080000004,38724.08458,1.6%,-11.7%,031031
54105,Wirt,WV,Small,5774,5839,5791,5805,52344,55534,55996,52619,9065.465881999999,9510.87515,9669.487135,9064.427218,0.0%,-6.3%,054105
08047,Gilpin,CO,Small,5420,5520,5736,5791,501661,473404,448045,463129,92557.38007,85761.5942,78111.053,79973.92506000001,-13.6%,2.4%,08047
20189,Stevens,KS,Small,5753,5819,5831,5786,233596,336150,292772,259244,40604.2065,57767.65767000001,50209.56954,44805.39233,10.3%,-10.8%,020189
20077,Harper,KS,Small,5863,5843,5832,5783,296881,384015,370953,351014,50636.363639999996,65722.23173,63606.481479999995,60697.56182,19.9%,-4.6%,020077
30015,Chouteau,MT,Small,5930,5843,5889,5767,159815,176124,166164,168342,26950.25295,30142.7349,28215.995919999998,29190.56702,8.3%,3.5%,030015
31051,Dixon,NE,Small,5887,5807,5755,5765,172291,192764,193649,190263,29266.349580000002,33195.10935,33648.827110000006,33003.12229,12.8%,-1.9%,031051
48305,Lynn,TX,Small,5796,5728,5799,5746,110948,133157,137464,149425,19142.16701,23246.68296,23704.77669,26005.04699,35.9%,9.7%,048305
17155,Putnam,IL,Small,5909,5852,5830,5727,321069,304200,303885,291338,54335.589779999995,51982.2283,52124.35678,50870.96211,-6.4%,-2.4%,017155
55051,Iron,WI,Small,5888,5829,5858,5719,135115,138387,139950,145136,22947.52038,23741.12198,23890.406280000003,25377.86326,10.6%,6.2%,055051
30007,Broadwater,MT,Small,5763,5681,5657,5715,105556,115333,113145,124609,18316.15478,20301.53142,20000.883859999998,21803.84952,19.0%,9.0%,030007
19009,Audubon,IA,Small,5865,5861,5769,5712,221708,241462,247758,225509,37801.875530000005,41198.089060000006,42946.437860000005,39479.86695,4.4%,-8.1%,019009
27081,Lincoln,MN,Small,5755,5756,5766,5711,276804,278807,272062,263423,48098.00174,48437.6303,47183.83628,46125.54719,-4.1%,-2.2%,027081
