year,FIPS,Name of Area,State/U.S.-Abbreviation (USPS),Area Total:,% Area Total: Area (Land),% Area Total: Area (Water),Total Population,Population Density (Per Sq. Mile),% Total Population: Male,% Total Population: Female,% Total Population: Under 18 Years,% Total Population: 18 to 34 Years,% Total Population: 35 to 64 Years,% Total Population: 65 and Over,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: American Indian and Alaska Native Alone,% Total Population: Asian Alone,% Total Population: Native Hawaiian and Other Pacific Islander Alone,% Total Population: Some Other Race Alone,% Total Population: Two or More Races,% Population 15 Years and Over: Never Married,% Population 15 Years and Over: Now Married (Not Including Separated),% Population 15 Years and Over: Separated,% Population 15 Years and Over: Widowed,% Population 15 Years and Over: Divorced,Households:,% Households: Family Households,% Households: Family Households: Married-Couple Family,% Households: Family Households: Other Family,"% Households: Family Households: Other Family: Male Householder, No Wife Present","% Households: Family Households: Other Family: Female Householder, No Husband Present",% Households: Nonfamily Households,% Households: Nonfamily Households: Male Householder,% Households: Nonfamily Households: Female Householder,Occupied Housing Units,% Occupied Housing Units: 1-Person Household,% Occupied Housing Units: 2-Person Household,% Occupied Housing Units: 3-Person Household,% Occupied Housing Units: 4-Person Household,% Occupied Housing Units: 5-Person Household,% Occupied Housing Units: 6-Person Household,% Occupied Housing Units: 7-or-More Person Household,% Households: Unmarried-Partner Households,% Households: Unmarried-Partner Households: Same Sex Partners,% Households: Unmarried-Partner Households: Same Sex Partners: Male Householder and Male Partner,% Households: Unmarried-Partner Households: Same Sex Partners: Female Householder and Female Partner,% Households: Unmarried-Partner Households: Opposite Sex Partners,% Households: Unmarried-Partner Households: Opposite Sex Partners: Male Householder and Female Partner,% Households: Unmarried-Partner Households: Opposite Sex Partners: Female Householder and Male Partner,% Households: All Other Households,Average Household Size,Gini Index,% Civilian Population 18 Years and Over: Veteran,% Civilian Population 18 Years and Over: Veteran: 18 to 64 Years,% Civilian Population 18 Years and Over: Veteran: 65 Years and Over,% Civilian Population 18 Years and Over: Nonveteran,% Civilian Population 18 Years and Over: Nonveteran: 18 to 64 Years,% Civilian Population 18 Years and Over: Nonveteran: 65 Years and Over
2018,17167,Sangamon County,il,877.0137,99.01,0.99,197661,227.6423,48.0,52.0,22.57,21.06,39.68,16.68,81.87,12.78,0.12,1.96,0.05,0.65,2.57,32.07,46.83,1.39,6.06,13.65,83661,60.52,43.1,17.42,4.39,13.03,39.48,17.99,21.49,83661,32.81,36.13,13.78,10.44,4.27,1.76,0.81,6.04,0.27,0.14,0.13,5.77,2.9,2.87,93.96,2.31,0.4627,8.45,4.15,4.3,91.55,74.28,17.27
2018,17169,Schuyler County,il,441.3238,99.08,0.92,7064,16.15495,52.39,47.61,19.04,17.26,42.4,21.31,91.01,7.33,0.1,0.0,0.0,0.0,1.56,29.79,43.43,1.3,9.45,16.03,2836,61.25,43.16,18.09,6.31,11.78,38.75,17.67,21.09,2836,32.33,40.59,12.55,10.01,2.82,1.45,0.25,7.48,0.0,0.0,0.0,7.48,4.48,3.0,92.52,2.18,0.3868,9.08,3.53,5.54,90.92,70.15,20.77
2018,17171,Scott County,il,252.771,99.26,0.74,5047,20.11456,48.74,51.26,22.39,16.92,41.33,19.36,98.2,0.16,0.3,0.18,0.2,0.1,0.87,22.73,55.17,1.67,8.34,12.09,1959,69.12,57.07,12.05,3.11,8.93,30.88,13.02,17.87,1959,28.23,37.88,14.6,12.46,4.08,1.63,1.12,5.82,0.1,0.0,0.1,5.72,2.25,3.47,94.18,2.55,0.4337,9.39,3.37,6.03,90.61,71.69,18.92
2018,17173,Shelby County,il,768.0688,98.76,1.24,21832,28.78258,49.43,50.57,21.39,17.89,39.27,21.45,98.29,0.93,0.09,0.11,0.0,0.07,0.51,22.26,59.08,0.86,6.78,11.01,9203,68.26,56.06,12.2,3.92,8.28,31.74,14.02,17.72,9203,26.11,41.91,14.93,9.94,4.46,2.21,0.45,7.08,0.68,0.02,0.66,6.4,3.69,2.71,92.92,2.35,0.3856,10.03,3.9,6.13,89.97,68.81,21.16
2018,17175,Stark County,il,288.2999,99.91,0.09,5500,19.09548,49.38,50.62,21.8,16.8,39.87,21.53,97.33,0.69,0.0,1.11,0.0,0.04,0.84,24.43,53.55,0.92,9.43,11.66,2294,64.73,50.22,14.52,4.66,9.85,35.27,17.31,17.96,2294,31.34,37.58,11.94,10.07,5.49,1.57,2.01,8.67,0.26,0.13,0.13,8.41,3.75,4.66,91.33,2.35,0.4734,9.11,4.09,5.02,90.89,68.38,22.51
2018,17177,Stephenson County,il,565.0875,99.91,0.09,45433,80.47418,48.39,51.61,21.62,17.74,39.21,21.43,85.97,9.84,0.11,0.81,0.0,0.45,2.83,26.17,52.43,1.96,7.47,11.97,19609,65.02,47.69,17.33,5.25,12.08,34.98,15.27,19.72,19609,30.62,40.19,11.68,11.61,3.91,1.23,0.76,6.61,0.1,0.02,0.08,6.51,3.67,2.84,93.39,2.28,0.4446,9.18,3.75,5.43,90.82,68.88,21.93
2018,17179,Tazewell County,il,657.9394,98.25,1.75,133852,207.0664,49.3,50.7,22.92,19.54,39.71,17.83,95.81,1.31,0.16,1.05,0.02,0.31,1.35,24.74,56.16,0.95,6.87,11.29,54613,67.54,54.1,13.44,3.4,10.04,32.46,14.58,17.88,54613,28.02,36.99,14.85,12.56,4.34,2.24,1.0,5.94,0.21,0.16,0.06,5.73,3.15,2.58,94.06,2.4,0.4247,8.67,4.26,4.41,91.33,72.58,18.76
2018,17181,Union County,il,422.148,97.94,2.06,17127,41.42361,50.17,49.83,20.86,18.98,40.21,19.96,94.09,1.38,0.11,0.34,0.0,1.85,2.24,27.07,52.83,1.15,7.38,11.57,6669,70.16,51.96,18.2,6.27,11.94,29.84,13.8,16.04,6669,26.86,38.64,15.49,11.97,4.77,1.21,1.06,5.71,0.13,0.0,0.13,5.58,2.8,2.77,94.29,2.5,0.4472,9.77,4.54,5.23,90.23,70.23,19.99
2018,17183,Vermilion County,il,901.1978,99.68,0.32,78407,87.28473000000001,49.7,50.3,23.83,20.11,37.73,18.34,82.26,14.0,0.27,0.95,0.03,0.9,1.59,30.3,45.35,1.78,7.73,14.84,31180,62.85,43.29,19.56,5.41,14.15,37.15,18.86,18.28,31180,31.62,35.38,14.72,10.44,4.59,2.1,1.16,6.76,0.1,0.02,0.08,6.65,3.96,2.7,93.24,2.43,0.4467,8.92,4.09,4.83,91.08,71.84,19.25
2018,17185,Wabash County,il,227.50599999999997,98.14,1.86,11573,51.83432,48.96,51.04,22.16,18.82,39.2,19.82,96.2,0.8,0.12,1.03,0.0,0.19,1.66,19.58,59.19,1.38,7.94,11.92,4896,66.97,55.37,11.6,3.47,8.13,33.03,15.69,17.34,4896,30.88,36.48,12.38,11.95,5.9,1.7,0.71,3.98,0.04,0.0,0.04,3.94,1.74,2.21,96.02,2.35,0.4286,11.26,5.21,6.05,88.74,69.33,19.41
2018,17187,Warren County,il,543.0226,99.88,0.12,17338,31.96674,48.18,51.82,22.36,22.55,36.76,18.34,88.06,2.61,0.23,2.61,0.0,4.34,2.15,31.23,50.25,0.84,6.89,10.79,6690,67.38,50.07,17.31,4.57,12.74,32.62,16.04,16.58,6690,28.67,38.59,11.46,11.9,6.05,2.05,1.27,5.07,0.07,0.0,0.07,4.99,3.06,1.93,94.93,2.42,0.4346,7.25,3.05,4.21,92.75,73.32,19.43
2018,17189,Washington County,il,563.9085,99.76,0.24,14155,25.16114,50.22,49.78,21.61,18.28,40.82,19.29,96.67,0.83,0.13,0.24,0.06,0.71,1.38,21.7,58.42,1.47,7.14,11.28,5975,67.58,55.68,11.9,3.9,8.0,32.42,16.2,16.22,5975,27.87,40.55,12.89,13.54,3.36,1.31,0.49,5.96,0.12,0.0,0.12,5.84,2.68,3.16,94.04,2.33,0.42200000000000004,9.53,4.38,5.15,90.47,71.01,19.47
2018,17191,Wayne County,il,715.5142,99.77,0.23,16487,23.094820000000002,49.38,50.62,22.75,18.37,38.06,20.83,96.67,1.76,0.23,0.26,0.0,0.06,1.02,21.01,56.57,0.99,8.11,13.33,7075,63.92,51.31,12.61,3.51,9.1,36.08,18.47,17.61,7075,31.25,37.3,11.87,10.45,5.17,2.63,1.33,6.15,0.1,0.0,0.1,6.05,3.17,2.88,93.85,2.32,0.4151,8.71,2.82,5.89,91.29,70.18,21.11
2018,17193,White County,il,501.8705,98.59,1.41,14025,28.345540000000003,49.07,50.93,22.05,18.08,38.34,21.53,97.89,0.72,0.08,0.36,0.03,0.01,0.91,19.83,55.71,1.94,8.78,13.73,6082,64.34,51.07,13.27,3.4,9.87,35.66,17.21,18.45,6082,32.41,37.37,13.25,9.31,5.34,1.28,1.04,5.8,0.74,0.0,0.74,5.06,2.55,2.52,94.2,2.24,0.4198,9.47,3.81,5.65,90.53,68.56,21.97
2018,17195,Whiteside County,il,696.5265,98.24,1.76,56396,82.42206,49.29,50.71,22.36,18.54,39.18,19.92,93.41,1.75,0.13,0.55,0.08,2.01,2.07,25.3,53.47,1.12,7.43,12.68,23346,65.44,50.31,15.13,4.62,10.51,34.56,16.56,18.0,23346,29.76,38.55,12.69,11.42,4.82,2.05,0.72,7.33,0.01,0.0,0.01,7.32,3.78,3.54,92.67,2.37,0.4306,9.8,4.56,5.25,90.2,69.78,20.42
2018,17197,Will County,il,849.2227,98.43,1.57,688697,823.9152,49.63,50.37,25.72,20.84,41.29,12.15,73.42,11.21,0.27,5.34,0.03,6.78,2.94,31.49,53.89,1.23,4.65,8.73,227848,75.4,59.87,15.52,4.32,11.2,24.6,11.6,13.01,227848,20.72,30.43,16.91,18.15,8.95,3.23,1.62,4.86,0.17,0.05,0.12,4.69,2.28,2.42,95.14,2.98,0.4111,5.91,2.88,3.02,94.09,80.75,13.34
2018,17199,Williamson County,il,444.3517,94.56,5.44,67299,160.1668,49.94,50.06,21.91,20.35,39.63,18.11,91.34,4.22,0.24,1.11,0.01,0.73,2.35,26.75,49.55,1.46,7.92,14.31,27089,63.96,47.28,16.68,4.2,12.47,36.04,16.21,19.82,27089,30.23,35.82,15.18,12.57,4.13,1.21,0.86,5.45,0.31,0.18,0.13,5.13,2.5,2.64,94.55,2.41,0.4456,10.03,4.84,5.18,89.97,71.95,18.02
2018,17201,Winnebago County,il,519.1878,98.85,1.15,286174,557.6047,48.83,51.17,23.65,20.84,38.94,16.57,79.0,12.87,0.3,2.56,0.03,2.1,3.13,31.82,47.53,1.59,6.66,12.41,114608,64.32,44.84,19.48,5.31,14.17,35.68,16.84,18.84,114608,30.17,33.79,15.17,11.56,5.63,2.37,1.31,7.12,0.26,0.13,0.13,6.85,3.41,3.44,92.88,2.46,0.4501,8.1,3.79,4.3,91.9,74.5,17.41
2018,17203,Woodford County,il,542.6309,97.26,2.74,38817,73.54757,49.83,50.17,24.65,18.95,39.5,16.9,96.78,0.64,0.04,0.53,0.0,0.37,1.65,24.8,59.43,0.62,7.04,8.11,14566,73.37,61.49,11.88,2.88,9.01,26.63,13.02,13.61,14566,23.56,39.22,12.45,13.94,7.24,3.05,0.55,4.04,0.32,0.0,0.32,3.72,2.05,1.67,95.96,2.59,0.42200000000000004,8.98,3.78,5.21,91.02,73.78,17.24
2018,18001,Adams County,in,339.9666,99.72,0.28,35195,103.8114,49.9,50.1,31.29,20.27,33.52,14.92,96.78,1.11,0.07,0.38,0.0,1.3,0.37,25.12,56.12,1.17,7.38,10.2,12476,69.67,55.5,14.17,3.64,10.53,30.33,14.24,16.09,12476,26.14,32.11,14.17,11.34,7.83,3.04,5.37,5.04,0.16,0.0,0.16,4.88,3.18,1.7,94.96,2.78,0.4149,6.37,2.51,3.86,93.63,75.77,17.85
2018,18003,Allen County,in,660.0239,99.59,0.41,370016,562.9158,48.83,51.17,25.98,22.79,37.36,13.87,79.24,11.4,0.19,3.71,0.04,1.61,3.81,32.22,49.0,1.14,5.76,11.88,143500,65.03,47.11,17.91,4.88,13.03,34.97,16.82,18.15,143500,29.12,33.6,14.89,12.37,6.22,2.42,1.39,6.43,0.31,0.17,0.14,6.13,3.07,3.06,93.57,2.54,0.4521,7.26,3.69,3.57,92.74,77.57,15.17
2018,18005,Bartholomew County,in,409.5324,99.36,0.64,81893,201.2541,50.25,49.75,24.04,22.35,37.99,15.62,85.28,1.98,0.21,6.96,0.05,3.33,2.19,26.56,52.75,1.27,6.06,13.36,31669,66.12,50.68,15.44,4.98,10.46,33.88,16.83,17.05,31669,28.15,37.24,13.51,13.25,4.3,2.4,1.17,5.57,0.03,0.02,0.01,5.53,3.14,2.39,94.43,2.56,0.4319,6.43,2.87,3.57,93.57,76.57,17.0
2018,18007,Benton County,in,406.5086,99.98,0.02,8667,21.32536,49.91,50.09,25.03,18.75,39.09,17.13,97.58,0.57,0.01,0.17,0.08,0.2,1.4,26.09,50.8,1.28,6.66,15.17,3403,65.5,49.19,16.31,5.2,11.11,34.5,16.72,17.78,3403,28.89,38.11,10.43,12.93,6.14,2.15,1.35,8.43,0.32,0.03,0.29,8.11,4.08,4.03,91.57,2.51,0.3892,7.25,3.32,3.92,92.75,73.82,18.93
2018,18009,Blackford County,in,165.5831,99.7,0.3,12129,73.47274,49.77,50.23,21.27,18.51,39.53,20.69,97.31,0.14,0.33,0.4,0.0,0.02,1.81,22.84,54.46,2.07,7.78,12.85,5225,65.61,50.99,14.62,2.45,12.17,34.39,17.51,16.88,5225,29.57,38.79,15.02,9.17,5.72,1.34,0.38,7.81,0.06,0.0,0.06,7.75,3.62,4.13,92.19,2.29,0.439,9.43,4.86,4.57,90.57,68.86,21.72
2018,18011,Boone County,in,423.2506,99.92,0.08,64321,152.0907,49.36,50.64,26.83,18.97,41.56,12.64,93.24,1.59,0.12,2.69,0.0,0.52,1.84,22.51,62.13,0.78,4.48,10.11,24645,73.54,61.06,12.48,3.65,8.83,26.46,11.64,14.82,24645,21.88,36.3,16.78,12.49,9.01,2.92,0.62,4.95,0.32,0.09,0.24,4.62,2.18,2.44,95.05,2.58,0.4771,6.42,3.55,2.87,93.58,79.14,14.43
2018,18013,Brown County,in,316.6307,98.53,1.47,15034,48.18783,49.49,50.51,18.3,15.74,42.79,23.17,96.82,1.04,0.0,0.57,0.0,0.25,1.32,20.01,60.64,1.32,7.64,10.38,6093,72.71,60.48,12.23,5.68,6.55,27.29,12.65,14.64,6093,21.25,48.83,14.77,7.12,5.73,0.77,1.53,6.29,0.0,0.0,0.0,6.29,3.92,2.36,93.71,2.44,0.4596,12.35,5.65,6.7,87.65,65.99,21.66
2018,18015,Carroll County,in,375.0186,99.25,0.75,19994,53.715030000000006,50.19,49.81,22.68,17.85,40.69,18.78,95.8,0.45,0.28,0.22,0.02,2.08,1.17,23.13,58.3,0.58,6.53,11.47,7880,69.39,57.78,11.61,4.75,6.87,30.61,15.69,14.92,7880,25.55,38.4,14.57,11.99,5.6,2.87,1.03,5.41,0.2,0.0,0.2,5.2,3.03,2.17,94.59,2.52,0.4056,9.96,5.0,4.96,90.04,70.71,19.33
2018,18017,Cass County,in,414.8476,99.35,0.65,38084,92.40211,50.11,49.89,23.42,19.71,39.72,17.15,83.85,1.22,0.49,1.75,0.02,10.53,2.14,27.53,51.12,1.35,6.99,13.0,14666,65.5,49.65,15.85,5.49,10.36,34.5,17.3,17.2,14666,31.07,34.0,13.0,11.3,6.25,2.96,1.43,6.03,0.15,0.15,0.0,5.88,3.05,2.82,93.97,2.52,0.4185,8.76,4.08,4.68,91.24,73.53,17.71
2018,18019,Clark County,in,376.3997,99.06,0.94,115702,310.3214,48.71,51.29,22.87,21.8,40.33,14.99,87.66,6.9,0.1,0.83,0.02,1.16,3.33,28.14,48.53,2.17,6.54,14.62,44275,64.56,48.11,16.45,4.73,11.72,35.44,15.91,19.53,44275,30.03,34.29,16.77,11.52,5.08,1.58,0.73,6.16,0.37,0.14,0.23,5.79,2.87,2.92,93.84,2.57,0.4191,9.46,5.62,3.84,90.54,74.94,15.6
2018,18021,Clay County,in,360.3214,99.25,0.75,26268,73.45463000000001,49.24,50.76,23.05,19.59,40.03,17.33,96.54,0.77,0.1,0.24,0.0,0.08,2.27,22.69,56.33,1.6,6.9,12.48,10510,71.24,55.03,16.2,4.89,11.31,28.76,14.43,14.33,10510,24.11,34.97,20.33,13.92,5.81,0.36,0.49,5.52,0.09,0.09,0.0,5.43,3.3,2.13,94.48,2.45,0.3865,8.28,3.86,4.41,91.72,73.56,18.17
2018,18023,Clinton County,in,405.2453,99.96,0.04,32301,79.74231999999999,49.49,50.51,26.18,20.05,37.79,15.98,93.5,1.1,0.28,0.32,0.14,3.78,0.89,26.01,52.31,2.04,7.14,12.49,12007,67.72,52.03,15.69,5.34,10.35,32.28,16.19,16.09,12007,27.03,33.68,15.95,11.53,6.63,3.54,1.65,7.76,0.25,0.06,0.19,7.51,5.06,2.46,92.24,2.64,0.3888,7.36,3.08,4.28,92.64,75.26,17.39
2018,18025,Crawford County,in,308.7182,98.99,1.01,10581,34.62218,50.72,49.28,22.21,17.98,40.93,18.88,97.31,0.31,0.48,0.0,0.0,0.0,1.9,25.27,49.96,2.07,9.68,13.03,3915,67.46,51.57,15.89,6.85,9.04,32.54,17.91,14.64,3915,28.84,39.31,12.11,13.54,4.24,1.15,0.82,5.26,0.03,0.0,0.03,5.24,3.75,1.48,94.74,2.68,0.4118,10.01,3.92,6.09,89.99,71.79,18.2
2018,18027,Daviess County,in,436.8741,98.31,1.69,32937,76.6886,50.5,49.5,29.25,21.03,34.69,15.02,95.2,1.75,0.03,0.13,0.03,1.57,1.28,25.44,55.77,0.95,5.94,11.91,11417,71.71,57.86,13.85,5.76,8.08,28.29,14.53,13.76,11417,25.55,30.5,14.31,13.8,9.31,2.73,3.8,4.85,0.1,0.0,0.1,4.76,2.24,2.51,95.15,2.83,0.4137,8.59,3.49,5.11,91.41,75.28,16.13
2018,18029,Dearborn County,in,307.4036,99.24,0.76,49501,162.257,50.03,49.97,22.84,18.96,41.67,16.54,97.13,0.87,0.31,0.53,0.02,0.38,0.76,25.5,55.26,1.32,7.17,10.75,18648,72.0,57.02,14.98,5.75,9.23,28.0,14.06,13.94,18648,23.88,35.45,16.19,14.73,6.53,2.31,0.91,6.42,0.61,0.25,0.36,5.81,3.9,1.9,93.58,2.62,0.4104,8.72,3.32,5.4,91.28,75.24,16.04
2018,18031,Decatur County,in,373.3228,99.8,0.2,26552,71.26756,49.72,50.28,24.51,20.44,39.01,16.04,96.45,0.63,0.42,1.36,0.0,0.12,1.01,24.56,53.48,0.94,6.49,14.51,10425,67.41,52.13,15.28,6.54,8.74,32.59,16.58,16.01,10425,26.85,35.81,16.12,10.63,6.88,2.33,1.38,7.39,0.52,0.0,0.52,6.87,4.33,2.54,92.61,2.51,0.4022,6.8,3.0,3.8,93.2,75.75,17.45
2018,18033,DeKalb County,in,363.8586,99.72,0.28,42704,117.6962,49.89,50.11,24.56,20.32,39.64,15.48,97.28,0.27,0.08,0.33,0.0,0.31,1.74,27.03,51.87,0.89,6.38,13.83,16789,68.09,50.99,17.1,6.43,10.67,31.91,16.11,15.8,16789,27.48,36.35,14.77,12.42,5.0,2.08,1.89,8.86,0.55,0.26,0.29,8.31,4.6,3.72,91.14,2.52,0.4132,7.67,3.62,4.06,92.33,75.86,16.47
2018,18035,Delaware County,in,395.9092,99.04,0.96,115616,294.8613,48.21,51.79,18.73,30.94,33.76,16.57,88.39,7.3,0.08,1.49,0.15,0.47,2.11,37.99,41.7,1.28,6.47,12.56,46028,59.45,42.59,16.85,4.45,12.4,40.55,19.04,21.51,46028,30.33,37.02,13.75,12.14,4.36,1.81,0.58,6.59,0.46,0.28,0.18,6.13,2.63,3.5,93.41,2.35,0.4746,7.06,3.43,3.63,92.94,76.18,16.76
2018,18037,Dubois County,in,435.3338,98.15,1.85,42418,99.27713,49.62,50.38,24.69,19.1,39.67,16.53,94.79,0.45,0.27,0.7,0.0,2.53,1.28,25.76,57.06,0.6,6.82,9.75,16550,67.79,56.05,11.73,3.61,8.13,32.21,14.72,17.49,16550,27.49,37.33,11.43,14.44,5.92,1.98,1.41,6.51,0.1,0.1,0.0,6.41,3.88,2.53,93.49,2.5,0.4216,7.08,3.38,3.7,92.92,74.66,18.26
2018,18039,Elkhart County,in,467.9706,98.97,1.03,203604,439.5883,49.47,50.53,27.84,21.51,36.68,13.97,87.44,5.27,0.22,1.06,0.07,2.64,3.32,29.04,52.77,1.58,5.31,11.29,72329,71.93,53.41,18.52,5.65,12.87,28.07,13.68,14.39,72329,22.7,34.56,15.43,14.13,7.79,3.21,2.18,7.19,0.31,0.15,0.16,6.88,3.51,3.37,92.81,2.77,0.4183,6.07,2.78,3.29,93.93,77.86,16.08
2018,18041,Fayette County,in,215.1624,99.93,0.07,23259,108.1709,49.33,50.67,22.19,18.26,40.3,19.25,96.34,2.53,0.0,0.19,0.0,0.4,0.55,23.01,51.14,1.29,7.16,17.41,9568,67.42,47.27,20.15,6.66,13.49,32.58,15.48,17.1,9568,26.41,40.04,16.12,10.54,4.62,0.96,1.32,8.56,0.41,0.0,0.41,8.15,4.94,3.21,91.44,2.39,0.4309,9.53,5.28,4.24,90.47,69.98,20.5
2018,18043,Floyd County,in,149.0099,99.3,0.7,76809,519.1030000000001,48.35,51.65,22.96,20.84,40.96,15.24,90.12,5.37,0.38,1.05,0.0,0.84,2.24,29.12,50.01,1.54,6.52,12.82,29356,66.95,50.32,16.63,4.4,12.23,33.05,14.89,18.15,29356,28.42,37.37,14.8,12.46,4.88,1.68,0.38,5.26,0.29,0.06,0.24,4.97,2.03,2.94,94.74,2.57,0.4452,8.32,4.47,3.85,91.68,75.73,15.95
2018,18045,Fountain County,in,397.8796,99.44,0.56,16486,41.66649,50.05,49.95,22.16,19.0,39.54,19.3,97.53,0.36,0.16,0.53,0.0,0.25,1.15,22.18,55.89,1.34,7.2,13.39,7015,66.97,52.32,14.65,4.31,10.35,33.03,17.99,15.04,7015,26.81,38.85,15.22,10.24,5.35,1.97,1.57,7.03,0.09,0.0,0.09,6.94,4.15,2.79,92.97,2.32,0.4429,8.07,3.69,4.37,91.93,71.52,20.42
2018,18047,Franklin County,in,391.0498,98.31,1.69,22842,59.41774,50.02,49.98,23.71,18.17,41.05,17.07,99.45,0.11,0.01,0.28,0.0,0.04,0.11,23.31,61.66,0.56,4.65,9.82,8744,78.84,63.47,15.37,4.96,10.41,21.16,11.4,9.76,8744,18.95,38.93,17.18,11.55,9.94,2.73,0.72,4.43,0.26,0.0,0.26,4.16,1.88,2.29,95.57,2.59,0.4089,7.94,4.28,3.66,92.06,73.32,18.74
2018,18049,Fulton County,in,371.2653,99.23,0.77,20212,54.864580000000004,49.29,50.71,23.55,18.76,39.14,18.56,93.74,1.01,0.46,0.44,0.06,3.25,1.04,23.48,52.56,1.11,7.62,15.22,7884,64.79,52.12,12.67,5.1,7.57,35.21,17.09,18.13,7884,29.6,36.24,15.36,11.72,4.07,2.09,0.91,6.24,0.03,0.03,0.0,6.22,4.38,1.84,93.76,2.54,0.4182,9.88,4.82,5.05,90.12,70.91,19.22
2018,18051,Gibson County,in,499.1641,97.65,2.35,33596,68.92574,50.15,49.85,23.43,20.02,39.7,16.85,95.11,1.96,0.05,0.41,0.0,0.49,1.97,24.56,54.95,0.9,6.31,13.28,13244,70.05,54.43,15.61,4.58,11.04,29.95,15.95,14.0,13244,25.29,39.26,14.61,13.18,5.05,1.56,1.04,5.94,0.05,0.0,0.05,5.9,3.62,2.27,94.06,2.47,0.4148,8.27,3.5,4.77,91.73,74.49,17.24
2018,18053,Grant County,in,414.9001,99.8,0.2,66944,161.6691,47.7,52.3,20.78,23.55,37.31,18.35,88.22,7.58,0.18,0.82,0.0,0.65,2.56,31.09,46.62,1.18,7.16,13.95,26121,66.23,46.97,19.26,5.06,14.21,33.77,15.29,18.47,26121,28.66,36.95,14.95,10.7,5.76,2.21,0.77,7.32,0.34,0.19,0.15,6.97,3.4,3.58,92.68,2.36,0.414,8.57,3.87,4.7,91.43,72.97,18.46
2018,18055,Greene County,in,545.9113,99.37,0.63,32295,59.53354,49.65,50.35,22.12,18.47,40.46,18.94,97.78,0.39,0.04,0.35,0.06,0.1,1.28,21.2,53.97,1.18,7.88,15.76,12790,66.42,53.18,13.24,5.19,8.05,33.58,15.75,17.83,12790,28.45,35.66,13.88,14.32,4.68,1.92,1.1,6.8,0.18,0.18,0.0,6.62,3.95,2.67,93.2,2.5,0.3986,8.46,4.15,4.31,91.54,71.5,20.04
2018,18057,Hamilton County,in,402.4369,97.99,2.01,316095,801.6024,48.89,51.11,27.81,19.45,41.33,11.4,87.08,3.75,0.12,5.76,0.03,0.66,2.6,24.49,61.33,0.86,3.84,9.48,116982,74.15,61.74,12.41,3.82,8.59,25.85,11.39,14.46,116982,20.93,33.89,16.79,18.77,7.19,1.84,0.6,5.28,0.31,0.22,0.09,4.97,2.33,2.63,94.72,2.69,0.4378,6.12,3.16,2.96,93.88,81.03,12.85
2018,18059,Hancock County,in,307.0251,99.65,0.35,73830,241.3099,49.11,50.89,23.64,19.56,41.19,15.6,94.88,2.1,0.11,0.82,0.02,0.23,1.83,23.72,58.76,0.86,5.75,10.92,28215,71.41,58.87,12.54,4.29,8.25,28.59,13.53,15.06,28215,22.73,37.55,15.45,16.63,5.02,1.59,1.02,5.68,0.29,0.05,0.24,5.39,3.27,2.12,94.32,2.59,0.3752,10.84,6.32,4.52,89.16,73.25,15.92
2018,18061,Harrison County,in,486.5207,99.59,0.41,39712,81.96228,50.05,49.95,22.51,18.95,41.65,16.89,96.56,0.8,0.28,0.44,0.0,0.92,1.0,24.83,53.26,1.47,6.58,13.87,14584,70.45,57.08,13.36,5.05,8.32,29.55,13.97,15.59,14584,24.97,39.31,15.35,13.35,3.78,1.97,1.28,5.27,0.25,0.0,0.25,5.01,2.59,2.42,94.73,2.7,0.4131,9.1,4.58,4.52,90.9,73.61,17.28
2018,18063,Hendricks County,in,408.778,99.54,0.46,160940,395.5334,49.95,50.05,25.59,20.57,40.88,12.97,87.74,6.6,0.18,2.76,0.01,1.01,1.7,25.11,56.98,1.36,5.47,11.08,58078,73.93,59.48,14.45,4.67,9.78,26.07,12.09,13.98,58078,21.88,34.71,17.15,16.17,7.05,2.11,0.92,5.71,0.35,0.11,0.24,5.36,3.06,2.31,94.29,2.72,0.3853,8.06,4.41,3.65,91.94,78.15,13.79
2018,18065,Henry County,in,394.832,99.25,0.75,48483,123.7201,52.37,47.63,20.66,20.47,40.55,18.31,94.77,2.45,0.27,0.49,0.05,0.56,1.41,27.28,48.42,1.63,6.52,16.14,18408,67.05,50.43,16.62,5.21,11.41,32.95,14.87,18.08,18408,26.02,39.51,15.23,12.27,5.32,1.17,0.48,8.43,0.32,0.05,0.26,8.11,4.57,3.54,91.57,2.45,0.4234,8.93,4.45,4.48,91.07,72.47,18.61
2018,18067,Howard County,in,293.9215,99.69,0.31,82387,281.1841,48.37,51.63,22.69,19.8,38.89,18.62,87.44,7.24,0.54,1.3,0.04,0.99,2.45,24.79,52.05,1.71,6.98,14.47,34550,65.34,47.79,17.55,4.23,13.33,34.66,15.21,19.45,34550,30.17,36.74,14.22,11.48,4.69,1.87,0.82,4.98,0.22,0.1,0.13,4.76,2.16,2.6,95.02,2.35,0.4345,9.62,4.88,4.74,90.38,71.0,19.37
2018,18069,Huntington County,in,387.7201,98.69,1.31,36378,95.06878,49.14,50.86,21.77,21.7,40.08,16.46,96.0,0.98,0.41,0.75,0.05,1.1,0.71,24.97,56.42,0.87,5.69,12.04,14754,68.86,55.15,13.7,4.89,8.82,31.14,15.04,16.1,14754,26.33,39.51,15.8,9.2,6.26,2.32,0.59,6.49,0.21,0.16,0.05,6.28,3.63,2.66,93.51,2.37,0.3827,7.91,4.07,3.84,92.09,74.89,17.2
