FIPS,state,county,year,FIPS/Year,totalvotes,dem_vote_share,rep_vote_share,other_vote_share,winning_party,republican_minus_democratic
19197,Iowa,Wright,2008,2008/19197,6395,0.485066458,0.500078186,0.014855356,Republican,0.015011728
20001,Kansas,Allen,2008,2008/20001,5855,0.373868488,0.606660974,0.019470538,Republican,0.232792485
20003,Kansas,Anderson,2008,2008/20003,3626,0.324048538,0.651406509,0.024544953,Republican,0.32735797
20005,Kansas,Atchison,2008,2008/20005,7191,0.450702267,0.527186761,0.022110972,Republican,0.076484495
20007,Kansas,Barber,2008,2008/20007,2462,0.242891958,0.744516653,0.012591389,Republican,0.501624695
20009,Kansas,Barton,2008,2008/20009,11057,0.273763227,0.705616352,0.020620421,Republican,0.431853125
20011,Kansas,Bourbon,2008,2008/20011,6781,0.353045274,0.625276508,0.021678219,Republican,0.272231234
20013,Kansas,Brown,2008,2008/20013,4376,0.300959781,0.682129799,0.01691042,Republican,0.381170018
20015,Kansas,Butler,2008,2008/20015,27873,0.328597568,0.651347182,0.020055251,Republican,0.322749614
20017,Kansas,Chase,2008,2008/20017,1384,0.276734104,0.705202312,0.018063584,Republican,0.428468208
20019,Kansas,Chautauqua,2008,2008/20019,1852,0.216522678,0.765658747,0.017818575,Republican,0.549136069
20021,Kansas,Cherokee,2008,2008/20021,9665,0.371857217,0.609001552,0.019141231,Republican,0.237144335
20023,Kansas,Cheyenne,2008,2008/20023,1498,0.215620828,0.76635514,0.018024032,Republican,0.550734312
20025,Kansas,Clark,2008,2008/20025,1159,0.211389129,0.773943054,0.014667817,Republican,0.562553926
20027,Kansas,Clay,2008,2008/20027,4054,0.248889985,0.739516527,0.011593488,Republican,0.490626542
20029,Kansas,Cloud,2008,2008/20029,4451,0.277016401,0.701190744,0.021792856,Republican,0.424174343
20031,Kansas,Coffey,2008,2008/20031,4232,0.264886578,0.721644612,0.013468809,Republican,0.456758034
20033,Kansas,Comanche,2008,2008/20033,974,0.199178645,0.785420945,0.015400411,Republican,0.5862423
20035,Kansas,Cowley,2008,2008/20035,13787,0.363530862,0.615942555,0.020526583,Republican,0.252411692
20037,Kansas,Crawford,2008,2008/20037,16075,0.494992224,0.48118196,0.023825816,Democratic,-0.013810264
20039,Kansas,Decatur,2008,2008/20039,1548,0.221576227,0.768087855,0.010335917,Republican,0.546511628
20041,Kansas,Dickinson,2008,2008/20041,8667,0.27945079,0.701626861,0.018922349,Republican,0.42217607
20043,Kansas,Doniphan,2008,2008/20043,3564,0.31285073,0.665544332,0.021604938,Republican,0.352693603
20045,Kansas,Douglas,2008,2008/20045,53398,0.64418143,0.335761639,0.020056931,Democratic,-0.308419791
20047,Kansas,Edwards,2008,2008/20047,1357,0.245394252,0.733235077,0.021370671,Republican,0.487840825
20049,Kansas,Elk,2008,2008/20049,1434,0.253138075,0.726638773,0.020223152,Republican,0.473500697
20051,Kansas,Ellis,2008,2008/20051,12447,0.322165984,0.659355668,0.018478348,Republican,0.337189684
20053,Kansas,Ellsworth,2008,2008/20053,2938,0.289652825,0.687882914,0.022464261,Republican,0.398230088
20055,Kansas,Finney,2008,2008/20055,10354,0.316302878,0.668920224,0.014776898,Republican,0.352617346
20057,Kansas,Ford,2008,2008/20057,8864,0.33743231,0.646435018,0.016132671,Republican,0.309002708
20059,Kansas,Franklin,2008,2008/20059,11739,0.377630122,0.603032626,0.019337252,Republican,0.225402504
20061,Kansas,Geary,2008,2008/20061,8094,0.431307141,0.554978997,0.013713862,Republican,0.123671856
20063,Kansas,Gove,2008,2008/20063,1418,0.184062059,0.80112835,0.014809591,Republican,0.617066291
20065,Kansas,Graham,2008,2008/20065,1423,0.228390724,0.74490513,0.026704146,Republican,0.516514406
20067,Kansas,Grant,2008,2008/20067,2661,0.238632093,0.749718151,0.011649756,Republican,0.511086058
20069,Kansas,Gray,2008,2008/20069,2119,0.205757433,0.775365739,0.018876829,Republican,0.569608306
20071,Kansas,Greeley,2008,2008/20071,745,0.202684564,0.793288591,0.004026846,Republican,0.590604027
20073,Kansas,Greenwood,2008,2008/20073,2279,0.272926722,0.710399298,0.01667398,Republican,0.437472576
20075,Kansas,Hamilton,2008,2008/20075,1096,0.212591241,0.770072993,0.017335766,Republican,0.557481752
20077,Kansas,Harper,2008,2008/20077,2796,0.26323319,0.714949928,0.021816881,Republican,0.451716738
20079,Kansas,Harvey,2008,2008/20079,15613,0.404662781,0.576827003,0.018510216,Republican,0.172164222
20081,Kansas,Haskell,2008,2008/20081,1570,0.177070064,0.813375796,0.00955414,Republican,0.636305732
20083,Kansas,Hodgeman,2008,2008/20083,1096,0.192518248,0.789233577,0.018248175,Republican,0.596715328
20085,Kansas,Jackson,2008,2008/20085,6253,0.369102831,0.609467456,0.021429714,Republican,0.240364625
20087,Kansas,Jefferson,2008,2008/20087,8950,0.39575419,0.583240223,0.021005587,Republican,0.187486034
20089,Kansas,Jewell,2008,2008/20089,1584,0.19760101,0.777146465,0.025252525,Republican,0.579545455
20091,Kansas,Johnson,2008,2008/20091,283432,0.448400322,0.538496006,0.013103672,Republican,0.090095684
20093,Kansas,Kearny,2008,2008/20093,1482,0.208502024,0.782051282,0.009446694,Republican,0.573549258
20095,Kansas,Kingman,2008,2008/20095,3664,0.262827511,0.710425764,0.026746725,Republican,0.447598253
20097,Kansas,Kiowa,2008,2008/20097,1135,0.176211454,0.803524229,0.020264317,Republican,0.627312775
20099,Kansas,Labette,2008,2008/20099,9031,0.425091352,0.553759274,0.021149374,Republican,0.128667922
20101,Kansas,Lane,2008,2008/20101,1027,0.187925998,0.792599805,0.019474197,Republican,0.604673807
20103,Kansas,Leavenworth,2008,2008/20103,30591,0.433297375,0.548886928,0.017815697,Republican,0.115589552
20105,Kansas,Lincoln,2008,2008/20105,1586,0.218789407,0.759142497,0.022068096,Republican,0.54035309
20107,Kansas,Linn,2008,2008/20107,4617,0.308641975,0.668399394,0.022958631,Republican,0.359757418
20109,Kansas,Logan,2008,2008/20109,1440,0.15625,0.824305556,0.019444444,Republican,0.668055556
20111,Kansas,Lyon,2008,2008/20111,12911,0.458833553,0.518782434,0.022384014,Republican,0.059948881
20113,Kansas,McPherson,2008,2008/20113,13386,0.315105334,0.667637831,0.017256835,Republican,0.352532497
20115,Kansas,Marion,2008,2008/20115,6059,0.29724377,0.6864169,0.01633933,Republican,0.389173131
20117,Kansas,Marshall,2008,2008/20117,5036,0.354249404,0.626886418,0.018864178,Republican,0.272637014
20119,Kansas,Meade,2008,2008/20119,1931,0.184878301,0.797514241,0.017607457,Republican,0.61263594
20121,Kansas,Miami,2008,2008/20121,15377,0.37341484,0.610132015,0.016453144,Republican,0.236717175
20123,Kansas,Mitchell,2008,2008/20123,3203,0.218857321,0.761785826,0.019356853,Republican,0.542928505
20125,Kansas,Montgomery,2008,2008/20125,13907,0.311929244,0.669375135,0.018695621,Republican,0.357445891
20127,Kansas,Morris,2008,2008/20127,2841,0.319253784,0.659978881,0.020767335,Republican,0.340725097
20129,Kansas,Morton,2008,2008/20129,1402,0.163338088,0.822396576,0.014265335,Republican,0.659058488
20131,Kansas,Nemaha,2008,2008/20131,5359,0.267214032,0.71225975,0.020526218,Republican,0.445045717
20133,Kansas,Neosho,2008,2008/20133,7192,0.356368187,0.621941046,0.021690768,Republican,0.265572859
20135,Kansas,Ness,2008,2008/20135,1525,0.189508197,0.79147541,0.019016393,Republican,0.601967213
20137,Kansas,Norton,2008,2008/20137,2415,0.205797101,0.777639752,0.016563147,Republican,0.57184265
20139,Kansas,Osage,2008,2008/20139,7544,0.335896076,0.638918346,0.025185578,Republican,0.303022269
20141,Kansas,Osborne,2008,2008/20141,1930,0.20880829,0.772020725,0.019170984,Republican,0.563212435
20143,Kansas,Ottawa,2008,2008/20143,3086,0.228127025,0.752754375,0.0191186,Republican,0.524627349
20145,Kansas,Pawnee,2008,2008/20145,2879,0.306356374,0.675929142,0.017714484,Republican,0.369572768
20147,Kansas,Phillips,2008,2008/20147,2667,0.196850394,0.78927634,0.013873266,Republican,0.592425947
20149,Kansas,Pottawatomie,2008,2008/20149,9837,0.264206567,0.704381417,0.031412016,Republican,0.44017485
20151,Kansas,Pratt,2008,2008/20151,4190,0.308830549,0.673508353,0.017661098,Republican,0.364677804
20153,Kansas,Rawlins,2008,2008/20153,1549,0.176242737,0.805035507,0.018721756,Republican,0.62879277
20155,Kansas,Reno,2008,2008/20155,26512,0.374019312,0.607724804,0.018255884,Republican,0.233705492
20157,Kansas,Republic,2008,2008/20157,2671,0.239610633,0.740546612,0.019842756,Republican,0.500935979
20159,Kansas,Rice,2008,2008/20159,4021,0.289231534,0.691370306,0.01939816,Republican,0.402138771
20161,Kansas,Riley,2008,2008/20161,22997,0.456363874,0.526633909,0.017002218,Republican,0.070270035
20163,Kansas,Rooks,2008,2008/20163,2588,0.180834621,0.799072643,0.020092736,Republican,0.618238022
20165,Kansas,Rush,2008,2008/20165,1781,0.282987086,0.687815834,0.02919708,Republican,0.404828748
20167,Kansas,Russell,2008,2008/20167,3293,0.223504403,0.761919223,0.014576374,Republican,0.538414819
20169,Kansas,Saline,2008,2008/20169,22788,0.359224153,0.621599087,0.01917676,Republican,0.262374934
20171,Kansas,Scott,2008,2008/20171,2179,0.147315282,0.836622304,0.016062414,Republican,0.689307022
20173,Kansas,Sedgwick,2008,2008/20173,192733,0.427207588,0.554388714,0.018403698,Republican,0.127181126
20175,Kansas,Seward,2008,2008/20175,5336,0.279797601,0.710457271,0.009745127,Republican,0.43065967
20177,Kansas,Shawnee,2008,2008/20177,84177,0.489860651,0.492723666,0.017415684,Republican,0.002863015
20179,Kansas,Sheridan,2008,2008/20179,1376,0.184593023,0.805232558,0.010174419,Republican,0.620639535
20181,Kansas,Sherman,2008,2008/20181,2704,0.25443787,0.724482249,0.021079882,Republican,0.470044379
20183,Kansas,Smith,2008,2008/20183,2204,0.202359347,0.779945554,0.0176951,Republican,0.577586207
20185,Kansas,Stafford,2008,2008/20185,2074,0.261330762,0.720829315,0.017839923,Republican,0.459498554
20187,Kansas,Stanton,2008,2008/20187,827,0.22732769,0.759371221,0.013301088,Republican,0.532043531
20189,Kansas,Stevens,2008,2008/20189,2127,0.133051246,0.853314528,0.013634227,Republican,0.720263282
20191,Kansas,Sumner,2008,2008/20191,10337,0.324368772,0.651736481,0.023894747,Republican,0.327367708
20193,Kansas,Thomas,2008,2008/20193,3673,0.214266267,0.772393139,0.013340594,Republican,0.558126872
20195,Kansas,Trego,2008,2008/20195,1671,0.251346499,0.733093956,0.015559545,Republican,0.481747457
20197,Kansas,Wabaunsee,2008,2008/20197,3521,0.294234592,0.680204487,0.02556092,Republican,0.385969895
20199,Kansas,Wallace,2008,2008/20199,804,0.119402985,0.858208955,0.02238806,Republican,0.73880597
20201,Kansas,Washington,2008,2008/20201,2980,0.22114094,0.754362416,0.024496644,Republican,0.533221477
20203,Kansas,Wichita,2008,2008/20203,1019,0.159960746,0.824337586,0.015701668,Republican,0.66437684
20205,Kansas,Wilson,2008,2008/20205,4121,0.283911672,0.691579714,0.024508614,Republican,0.407668042
20207,Kansas,Woodson,2008,2008/20207,1599,0.320200125,0.659787367,0.020012508,Republican,0.339587242
20209,Kansas,Wyandotte,2008,2008/20209,57169,0.697318477,0.288722909,0.013958614,Democratic,-0.408595568
21001,Kentucky,Adair,2008,2008/21001,7298,0.228555769,0.755275418,0.016168813,Republican,0.526719649
21003,Kentucky,Allen,2008,2008/21003,7390,0.273883627,0.71150203,0.014614344,Republican,0.437618403
21005,Kentucky,Anderson,2008,2008/21005,10552,0.328089462,0.652482942,0.019427597,Republican,0.32439348
21007,Kentucky,Ballard,2008,2008/21007,4060,0.351477833,0.624876847,0.02364532,Republican,0.273399015
21009,Kentucky,Barren,2008,2008/21009,16807,0.323317665,0.66240257,0.014279764,Republican,0.339084905
21011,Kentucky,Bath,2008,2008/21011,4543,0.48646269,0.491745543,0.021791768,Republican,0.005282853
21013,Kentucky,Bell,2008,2008/21013,9598,0.289852053,0.696082517,0.01406543,Republican,0.406230465
21015,Kentucky,Boone,2008,2008/21015,50774,0.320872888,0.665931382,0.01319573,Republican,0.345058495
21017,Kentucky,Bourbon,2008,2008/21017,8330,0.406362545,0.578631453,0.015006002,Republican,0.172268908
21019,Kentucky,Boyd,2008,2008/21019,20670,0.429898403,0.552975327,0.01712627,Republican,0.123076923
21021,Kentucky,Boyle,2008,2008/21021,12635,0.377443609,0.609497428,0.013058963,Republican,0.232053819
21023,Kentucky,Bracken,2008,2008/21023,3399,0.365107385,0.607825831,0.027066784,Republican,0.242718447
21025,Kentucky,Breathitt,2008,2008/21025,5030,0.438369781,0.531013917,0.030616302,Republican,0.092644135
21027,Kentucky,Breckinridge,2008,2008/21027,8522,0.364937808,0.619690214,0.015371978,Republican,0.254752406
21029,Kentucky,Bullitt,2008,2008/21029,30726,0.331217861,0.654234199,0.01454794,Republican,0.323016338
21031,Kentucky,Butler,2008,2008/21031,5307,0.293009233,0.696438666,0.010552101,Republican,0.403429433
21033,Kentucky,Caldwell,2008,2008/21033,6199,0.356831747,0.623648976,0.019519277,Republican,0.266817229
21035,Kentucky,Calloway,2008,2008/21035,15404,0.400220722,0.583679564,0.016099714,Republican,0.183458842
21037,Kentucky,Campbell,2008,2008/21037,40297,0.387671539,0.596719359,0.015609102,Republican,0.20904782
21039,Kentucky,Carlisle,2008,2008/21039,2617,0.33588078,0.64921666,0.01490256,Republican,0.313335881
21041,Kentucky,Carroll,2008,2008/21041,3835,0.447457627,0.529856584,0.022685789,Republican,0.082398957
21043,Kentucky,Carter,2008,2008/21043,9813,0.439824722,0.535208397,0.024966881,Republican,0.095383675
21045,Kentucky,Casey,2008,2008/21045,5957,0.204633205,0.785462481,0.009904314,Republican,0.580829276
21047,Kentucky,Christian,2008,2008/21047,22778,0.389849855,0.601413645,0.0087365,Republican,0.21156379
21049,Kentucky,Clark,2008,2008/21049,15628,0.36786537,0.618377272,0.013757359,Republican,0.250511902
21051,Kentucky,Clay,2008,2008/21051,7364,0.210755024,0.775393808,0.013851168,Republican,0.564638783
21053,Kentucky,Clinton,2008,2008/21053,4172,0.18240652,0.806807287,0.010786194,Republican,0.624400767
21055,Kentucky,Crittenden,2008,2008/21055,3930,0.319083969,0.66259542,0.018320611,Republican,0.34351145
21057,Kentucky,Cumberland,2008,2008/21057,2797,0.249195567,0.735073293,0.015731141,Republican,0.485877726
21059,Kentucky,Daviess,2008,2008/21059,43622,0.442024666,0.543120444,0.01485489,Republican,0.101095777
21061,Kentucky,Edmonson,2008,2008/21061,5270,0.313472486,0.675901328,0.010626186,Republican,0.362428843
21063,Kentucky,Elliott,2008,2008/21063,2515,0.610337972,0.358648111,0.031013917,Democratic,-0.251689861
21065,Kentucky,Estill,2008,2008/21065,5314,0.292623259,0.693451261,0.01392548,Republican,0.400828002
21067,Kentucky,Fayette,2008,2008/21067,127639,0.51741239,0.469166947,0.013420663,Democratic,-0.048245442
21069,Kentucky,Fleming,2008,2008/21069,5832,0.390775034,0.588477366,0.020747599,Republican,0.197702332
21071,Kentucky,Floyd,2008,2008/21071,15659,0.480873619,0.494348298,0.024778083,Republican,0.013474679
21073,Kentucky,Franklin,2008,2008/21073,24079,0.488683085,0.4946634,0.016653516,Republican,0.005980315
21075,Kentucky,Fulton,2008,2008/21075,2825,0.438230088,0.54159292,0.020176991,Republican,0.103362832
21077,Kentucky,Gallatin,2008,2008/21077,3193,0.400250548,0.57626057,0.023488882,Republican,0.176010022
21079,Kentucky,Garrard,2008,2008/21079,7210,0.279056865,0.709847434,0.0110957,Republican,0.430790569
21081,Kentucky,Grant,2008,2008/21081,8754,0.355494631,0.629426548,0.015078821,Republican,0.273931917
21083,Kentucky,Graves,2008,2008/21083,16155,0.361683689,0.622469824,0.015846487,Republican,0.260786134
21085,Kentucky,Grayson,2008,2008/21085,9903,0.318489347,0.666969605,0.014541048,Republican,0.348480259
21087,Kentucky,Green,2008,2008/21087,5079,0.237054538,0.745225438,0.017720024,Republican,0.5081709
21089,Kentucky,Greenup,2008,2008/21089,15798,0.419103684,0.560134194,0.020762122,Republican,0.14103051
21091,Kentucky,Hancock,2008,2008/21091,4144,0.515202703,0.465250965,0.019546332,Democratic,-0.049951737
21093,Kentucky,Hardin,2008,2008/21093,39990,0.391347837,0.597549387,0.011102776,Republican,0.20620155
21095,Kentucky,Harlan,2008,2008/21095,9914,0.260843252,0.722715352,0.016441396,Republican,0.4618721
21097,Kentucky,Harrison,2008,2008/21097,7590,0.384189723,0.595520422,0.020289855,Republican,0.211330698
21099,Kentucky,Hart,2008,2008/21099,6818,0.335875623,0.644910531,0.019213846,Republican,0.309034908
21101,Kentucky,Henderson,2008,2008/21101,19861,0.505966467,0.479482403,0.01455113,Democratic,-0.026484064
21103,Kentucky,Henry,2008,2008/21103,6919,0.393843041,0.589825119,0.01633184,Republican,0.195982078
21105,Kentucky,Hickman,2008,2008/21105,2250,0.360888889,0.624888889,0.014222222,Republican,0.264
21107,Kentucky,Hopkins,2008,2008/21107,19348,0.367169733,0.61587761,0.016952657,Republican,0.248707877
21109,Kentucky,Jackson,2008,2008/21109,5224,0.142228178,0.843606432,0.014165391,Republican,0.701378254
21111,Kentucky,Jefferson,2008,2008/21111,353892,0.555070473,0.435039504,0.009890023,Democratic,-0.12003097
21113,Kentucky,Jessamine,2008,2008/21113,20214,0.30849906,0.678292273,0.013208667,Republican,0.369793213
21115,Kentucky,Johnson,2008,2008/21115,8517,0.282611248,0.69836797,0.019020782,Republican,0.415756722
21117,Kentucky,Kenton,2008,2008/21117,68213,0.388195798,0.5968657,0.014938501,Republican,0.208669902
21119,Kentucky,Knott,2008,2008/21119,5820,0.448797251,0.527491409,0.02371134,Republican,0.078694158
21121,Kentucky,Knox,2008,2008/21121,11389,0.269909562,0.715602775,0.014487664,Republican,0.445693213
21123,Kentucky,Larue,2008,2008/21123,6178,0.309647135,0.672224021,0.018128844,Republican,0.362576886
21125,Kentucky,Laurel,2008,2008/21125,22500,0.205244444,0.784888889,0.009866667,Republican,0.579644444
21127,Kentucky,Lawrence,2008,2008/21127,5649,0.360417773,0.620109754,0.019472473,Republican,0.259691981
21129,Kentucky,Lee,2008,2008/21129,2773,0.271186441,0.713306888,0.015506671,Republican,0.442120447
21131,Kentucky,Leslie,2008,2008/21131,4397,0.174209688,0.812826927,0.012963384,Republican,0.638617239
21133,Kentucky,Letcher,2008,2008/21133,8235,0.318518519,0.651730419,0.029751063,Republican,0.3332119
21135,Kentucky,Lewis,2008,2008/21135,4791,0.315174285,0.670632436,0.014193279,Republican,0.355458151
21137,Kentucky,Lincoln,2008,2008/21137,9151,0.30073216,0.685498853,0.013768987,Republican,0.384766692
21139,Kentucky,Livingston,2008,2008/21139,4593,0.353146092,0.629218376,0.017635532,Republican,0.276072284
21141,Kentucky,Logan,2008,2008/21141,10890,0.349954086,0.6359045,0.014141414,Republican,0.285950413
21143,Kentucky,Lyon,2008,2008/21143,3855,0.409079118,0.575875486,0.015045396,Republican,0.166796368
21145,Kentucky,McCracken,2008,2008/21145,30754,0.366944137,0.619204006,0.013851857,Republican,0.252259869
21147,Kentucky,McCreary,2008,2008/21147,5407,0.232661365,0.754207509,0.013131126,Republican,0.521546144
21149,Kentucky,McLean,2008,2008/21149,4422,0.44391678,0.539574853,0.016508367,Republican,0.095658073
21151,Kentucky,Madison,2008,2008/21151,32537,0.380858715,0.605280143,0.013861143,Republican,0.224421428
21153,Kentucky,Magoffin,2008,2008/21153,4651,0.452590841,0.523328316,0.024080843,Republican,0.070737476
21155,Kentucky,Marion,2008,2008/21155,7615,0.47222587,0.504530532,0.023243598,Republican,0.032304662
21157,Kentucky,Marshall,2008,2008/21157,15487,0.366952928,0.614192549,0.018854523,Republican,0.24723962
21159,Kentucky,Martin,2008,2008/21159,3692,0.218851571,0.764897075,0.016251354,Republican,0.546045504
21161,Kentucky,Mason,2008,2008/21161,7121,0.405982306,0.576042691,0.017975004,Republican,0.170060385
21163,Kentucky,Meade,2008,2008/21163,11206,0.387560236,0.597090844,0.01534892,Republican,0.209530609
21165,Kentucky,Menifee,2008,2008/21165,2489,0.512655685,0.464041784,0.023302531,Democratic,-0.048613901
21167,Kentucky,Mercer,2008,2008/21167,10060,0.314015905,0.674055666,0.011928429,Republican,0.360039761
21169,Kentucky,Metcalfe,2008,2008/21169,4199,0.32150512,0.651107407,0.027387473,Republican,0.329602286
21171,Kentucky,Monroe,2008,2008/21171,4665,0.228724544,0.758199357,0.013076099,Republican,0.529474812
21173,Kentucky,Montgomery,2008,2008/21173,10331,0.409834479,0.575646114,0.014519408,Republican,0.165811635
21175,Kentucky,Morgan,2008,2008/21175,4379,0.4290934,0.547156885,0.023749715,Republican,0.118063485
21177,Kentucky,Muhlenberg,2008,2008/21177,12889,0.482659632,0.500193964,0.017146404,Republican,0.017534332
21179,Kentucky,Nelson,2008,2008/21179,18146,0.421800948,0.558745729,0.019453323,Republican,0.136944781
21181,Kentucky,Nicholas,2008,2008/21181,2970,0.428282828,0.55016835,0.021548822,Republican,0.121885522
21183,Kentucky,Ohio,2008,2008/21183,9938,0.40843228,0.572247937,0.019319783,Republican,0.163815657
21185,Kentucky,Oldham,2008,2008/21185,29316,0.341110656,0.648007914,0.01088143,Republican,0.306897257
21187,Kentucky,Owen,2008,2008/21187,4751,0.356556514,0.624921069,0.018522416,Republican,0.268364555
21189,Kentucky,Owsley,2008,2008/21189,1686,0.225978648,0.758600237,0.015421115,Republican,0.53262159
21191,Kentucky,Pendleton,2008,2008/21191,5802,0.349362289,0.633574629,0.017063082,Republican,0.284212341
21193,Kentucky,Perry,2008,2008/21193,10375,0.331951807,0.651759036,0.016289157,Republican,0.319807229
21195,Kentucky,Pike,2008,2008/21195,22643,0.420659807,0.558892373,0.020447821,Republican,0.138232566
21197,Kentucky,Powell,2008,2008/21197,4972,0.415325825,0.570595334,0.014078842,Republican,0.155269509
21199,Kentucky,Pulaski,2008,2008/21199,25766,0.216952573,0.770860824,0.012186602,Republican,0.553908251
21201,Kentucky,Robertson,2008,2008/21201,1015,0.444334975,0.525123153,0.030541872,Republican,0.080788177
21203,Kentucky,Rockcastle,2008,2008/21203,6274,0.22473701,0.758208479,0.017054511,Republican,0.53347147
21205,Kentucky,Rowan,2008,2008/21205,8154,0.499632082,0.479151337,0.021216581,Democratic,-0.020480746
21207,Kentucky,Russell,2008,2008/21207,7475,0.209899666,0.773110368,0.016989967,Republican,0.563210702
21209,Kentucky,Scott,2008,2008/21209,19730,0.390876837,0.597161683,0.01196148,Republican,0.206284845
21211,Kentucky,Shelby,2008,2008/21211,18540,0.370604099,0.61763754,0.01175836,Republican,0.247033441
21213,Kentucky,Simpson,2008,2008/21213,7309,0.379668901,0.607059789,0.013271309,Republican,0.227390888
21215,Kentucky,Spencer,2008,2008/21215,8049,0.312958131,0.668157535,0.018884333,Republican,0.355199404
21217,Kentucky,Taylor,2008,2008/21217,10860,0.291436464,0.696869245,0.011694291,Republican,0.405432781
21219,Kentucky,Todd,2008,2008/21219,4941,0.312284963,0.67516697,0.012548067,Republican,0.362882008
21221,Kentucky,Trigg,2008,2008/21221,6527,0.344109085,0.641795618,0.014095296,Republican,0.297686533
21223,Kentucky,Trimble,2008,2008/21223,3812,0.389296957,0.587355719,0.023347324,Republican,0.198058762
21225,Kentucky,Union,2008,2008/21225,6034,0.464700033,0.517069937,0.01823003,Republican,0.052369904
21227,Kentucky,Warren,2008,2008/21227,44145,0.400249179,0.588809605,0.010941216,Republican,0.188560426
21229,Kentucky,Washington,2008,2008/21229,5275,0.358293839,0.626540284,0.015165877,Republican,0.268246445
21231,Kentucky,Wayne,2008,2008/21231,7196,0.305864369,0.676486937,0.017648694,Republican,0.370622568
21233,Kentucky,Webster,2008,2008/21233,5540,0.431407942,0.548194946,0.020397112,Republican,0.116787004
21235,Kentucky,Whitley,2008,2008/21235,13704,0.254232341,0.730808523,0.014959136,Republican,0.476576182
21237,Kentucky,Wolfe,2008,2008/21237,2968,0.503032345,0.474393531,0.022574124,Democratic,-0.028638814
21239,Kentucky,Woodford,2008,2008/21239,12297,0.408798894,0.579816215,0.011384891,Republican,0.171017321
22001,Louisiana,Acadia,2008,2008/22001,26710,0.263122426,0.719880195,0.016997379,Republican,0.456757769
22003,Louisiana,Allen,2008,2008/22003,9467,0.305376571,0.668955318,0.02566811,Republican,0.363578747
22005,Louisiana,Ascension,2008,2008/22005,46571,0.314036632,0.670782246,0.015181121,Republican,0.356745614
22007,Louisiana,Assumption,2008,2008/22007,10960,0.433941606,0.545711679,0.020346715,Republican,0.111770073
22009,Louisiana,Avoyelles,2008,2008/22009,16938,0.373538789,0.604321644,0.022139568,Republican,0.230782855
22011,Louisiana,Beauregard,2008,2008/22011,14074,0.21820378,0.761546113,0.020250107,Republican,0.543342333
22013,Louisiana,Bienville,2008,2008/22013,7430,0.483041723,0.50820996,0.008748318,Republican,0.025168237
22015,Louisiana,Bossier,2008,2008/22015,45826,0.277157072,0.713699646,0.009143281,Republican,0.436542574
22017,Louisiana,Caddo,2008,2008/22017,108220,0.510256884,0.481472926,0.00827019,Democratic,-0.028783959
22019,Louisiana,Calcasieu,2008,2008/22019,82131,0.368240981,0.614250405,0.017508614,Republican,0.246009424
22021,Louisiana,Caldwell,2008,2008/22021,4893,0.228489679,0.755364807,0.016145514,Republican,0.526875128
22023,Louisiana,Cameron,2008,2008/22023,3797,0.161443245,0.813537003,0.025019752,Republican,0.652093758
22025,Louisiana,Catahoula,2008,2008/22025,5225,0.317511962,0.667177033,0.015311005,Republican,0.349665072
22027,Louisiana,Claiborne,2008,2008/22027,6841,0.442186815,0.548165473,0.009647712,Republican,0.105978658
22029,Louisiana,Concordia,2008,2008/22029,9527,0.395297575,0.594940695,0.00976173,Republican,0.19964312
22031,Louisiana,De Soto,2008,2008/22031,12257,0.427673982,0.561556661,0.010769356,Republican,0.133882679
22033,Louisiana,East Baton Rouge,2008,2008/22033,197349,0.504953154,0.483356896,0.01168995,Democratic,-0.021596258
22035,Louisiana,East Carroll,2008,2008/22035,3559,0.636976679,0.352346165,0.010677157,Democratic,-0.284630514
22037,Louisiana,East Feliciana,2008,2008/22037,9947,0.440635367,0.5460943,0.013270333,Republican,0.105458932
22039,Louisiana,Evangeline,2008,2008/22039,15976,0.366362043,0.612981973,0.020655984,Republican,0.24661993
22041,Louisiana,Franklin,2008,2008/22041,9356,0.316267636,0.671013254,0.012719111,Republican,0.354745618
22043,Louisiana,Grant,2008,2008/22043,8557,0.172256632,0.807058549,0.020684819,Republican,0.634801917
22045,Louisiana,Iberia,2008,2008/22045,33168,0.376628075,0.606819826,0.016552098,Republican,0.230191751
22047,Louisiana,Iberville,2008,2008/22047,16421,0.549479325,0.437549479,0.012971195,Democratic,-0.111929846
22049,Louisiana,Jackson,2008,2008/22049,7736,0.317476732,0.670889349,0.011633919,Republican,0.353412616
22051,Louisiana,Jefferson,2008,2008/22051,181120,0.359408127,0.624950309,0.015641564,Republican,0.265542182
22053,Louisiana,Jefferson Davis,2008,2008/22053,13501,0.290571069,0.687208355,0.022220576,Republican,0.396637286
22055,Louisiana,Lafayette,2008,2008/22055,95642,0.336097112,0.64882583,0.015077058,Republican,0.312728718
22057,Louisiana,Lafourche,2008,2008/22057,37893,0.254981131,0.714881377,0.030137492,Republican,0.459900245
22059,Louisiana,La Salle,2008,2008/22059,6553,0.131237601,0.854875629,0.013886769,Republican,0.723638028
22061,Louisiana,Lincoln,2008,2008/22061,19150,0.431697128,0.557493473,0.010809399,Republican,0.125796345
22063,Louisiana,Livingston,2008,2008/22063,50892,0.131278,0.850212214,0.018509785,Republican,0.718934214
22065,Louisiana,Madison,2008,2008/22065,5300,0.58490566,0.406037736,0.009056604,Democratic,-0.178867925
